ITZ_GEOID,SQUARE_METER_GREENSPACE_COVERAGE
"BK810",54945.99333360003
"BX302",170211.53828591987
"BX462.01",691924.8871152012
"BX392",17458.571534400024
"BX380",36253.204912800036
"BX378",16140.30062256
"BK1188",35838.067678560066
"QN52",27459.351532800007
"QN54",85411.98917568006
"QN44.01",57803.69084400009
"QN50",129340.49486688004
"BK1202",50316.49549584
"BK263",51938.76838032001
"BK279",49234.33766016001
"BK291",46760.09744736
"BK293",44962.144914239994
"BK261",50695.77215664
"BK265",47979.10146095999
"BK281",39275.75886767997
"BK277",44427.67372512001
"BK287",39080.05861392
"BK289",47529.61332768005
"QN329",90476.50549824005
"QN309.04",109504.72034496015
"BK186",27879.203596320018
"BK202",29300.78268863999
"BK150",24993.100981440024
"BK148",22719.39198048
"BK166",50942.59230816003
"QN1579.02",219388.53154464028
"BK964",49553.83121472006
"BK966",48451.04890416003
"BK968",48458.92243679994
"BK962",46492.00249967996
"QN693",22375.209443040025
"QN717.01",45256.09013279995
"QN717.02",50849.87507424
"QN713.04",42634.15731216004
"QN721",42229.634250240015
"QN741",54189.46065311999
"QN743",44517.13935264001
"QN747",106209.98370863998
"BK149",49990.17356783997
"BX462.02",280037.7031492799
"BK476",59846.14095264002
"BK480",38855.16357983992
"BK482",46058.377560480025
"BK484",56271.41777952
"BK478",60583.30334928002
"BX167",20116.89912095999
"BX229.01",18649.05431472
"BX169",19478.724913439997
"BX231",20088.494016480006
"BX229.02",19913.604043680003
"BK397",47843.27721647998
"BK399",39367.94190912005
"BK401",37600.50802464014
"BK413",37021.002086879984
"BK415",42533.91493200005
"BK409",21203.07501312
"BK994",82021.67853695982
"BK996",49003.543283039995
"BK1004",27570.300988320003
"BK1006",36604.680338880025
"BK1008",33442.28408304001
"BK1026",34038.280310399976
"BK998",185655.2983660801
"QN1010.02",246047.38403328013
"QN1010.01",221863.4685302414
"BX368",38206.491328800126
"BX370",42518.30722128001
"BX372",52268.318688959975
"BX382",39427.16759711993
"BX364",39003.715540799996
"BK848",31011.91733088003
"BK850",31480.45058736004
"BK862",26449.332907680004
"BK946",77811.47534447997
"BK852",355612.81651488034
"BK860",28148.622412320023
"BK938",27206.37655488
"QN809",310102.7526964799
"QN502.02",57340.49951232006
"QN504",74713.29831504004
"QN506",79059.48833232008
"QN508",57227.92425359998
"QN518",50613.36716016001
"QN520",46242.48815999997
"QN524",57760.374801599995
"QN522",57149.07279839998
"SI170.11",206272.68938928028
"QN368",53162.510448960056
"QN232",107774.74961136012
"QN214",68257.18735632006
"QN236",44282.76820847999
"QN220.01",142037.66947247984
"BX117",310322.16645120014
"BK503",30198.202829280035
"BK527",46422.46457423998
"BK511",42869.41103520002
"BK513",60690.09539376007
"BX19",533229.3309585598
"BX35",26166.001861440003
"BX73",29488.51650672002
"BX67",64125.88207056005
"BX71",71807.22154655996
"BX65",50188.28930064001
"BX37",126884.02236047997
"BX43",41332.98055968
"BK363",64179.02260944
"BK902",50232.32534159999
"BK924",57699.26782703995
"BK303",56604.614532480016
"BK365.01",24634.982987999996
"BK361",27878.576500800056
"BK906",58666.34202192007
"BX281",29291.63173920002
"QN545",24813.03166416002
"QN589",43365.281011199986
"QN591",46978.37313984003
"QN156",54468.70396559999
"QN158.02",70604.4987907201
"BK636",26397.35365680002
"BK638",31422.688122240033
"BK656",33473.15111808
"BK658",29572.52408064
"QN1047",279622.8213984001
"QN889.01",188418.09542112012
"QN627",14337.122293440025
"QN623",15498.758679840013
"QN625",15453.166512959997
"QN577",14596.159194720021
"QN579",6138.939980160005
"QN613.01",114689.82481344011
"QN629",14734.88665919998
"BK648",45315.52485264003
"BK650",43945.53017328
"BK734",49261.140187200064
"BK738",37051.77621888008
"BK740",36610.97451984002
"BK736",50582.80206000001
"BK732",42235.53359328001
"BK419",53320.00432751995
"BK421",46393.68785760003
"BK429",54649.911345120025
"BK431",36758.156160960054
"BK423",46519.269541920105
"QN846.02",303207.95358287997
"BK840",32797.258276320004
"BK846",34499.427775200005
"BK944.01",96461.5515926401
"MN131",3571.727050080002
"MN147",5732.651760480001
"MN135",91507.00924368014
"MN139",23489.86011696002
"MN133",25753.721395680004
"MN137",4519.105800479996
"MN145",32757.751258560027
"BK342",98125.95600576
"BK330",185743.74206016003
"BK328",86715.14011776011
"BK385",59783.64043248008
"BK375",37938.46605840001
"BK387",51969.797995680055
"BK395",44831.24453088004
"SI277.04",119314.21298400001
"BK179",56973.57895583997
"BK53",780229.0176033588
"SI201",216506.44698624022
"SI197",92748.26353536028
"QN997.03",210062.3205196803
"QN997.04",172570.18389119982
"QN999",172742.68161072
"QN997.05",134386.01251776036
"SI146.07",185362.53766128016
"SI146.08",109115.01531791996
"QN814",114068.34992736
"QN792",117498.81790511997
"QN1571.02",113230.41095807998
"QN803.02",100961.35678656009
"QN40.02",33868.50000479999
"BX276",890866.5047150409
"QN585",33632.41015440002
"QN587",26652.326050079995
"QN593",53989.02234431989
"BK1176.02",19689.266427840023
"BK323",29139.89784912003
"BK329",36288.113230080024
"BK800",54564.78893471998
"BK321",32346.283694399997
"BK798.01",35614.008771840025
"BK325",21502.54796256
"SI132.04",368801.19271871983
"BK956",62156.9182665601
"BK696.02",274088.4944025598
"BK696.01",136790.76125664008
"QN556",60409.83014784002
"QN566",68280.01827840014
"QN981",213699.61389024003
"BK264",50194.04928912003
"BK276",37818.01726703998
"BK182",46039.05372816003
"BK676",44841.44063951999
"BK728",59557.83959376001
"BK722",70947.31100831996
"BK724",51654.299271840006
"BK730",52354.184323679976
"QN1072.01",472933.0747771202
"QN273",51716.10301919998
"QN375",36740.10974543997
"QN411",35792.730995039994
"QN405",30869.682776640024
"QN407",46594.35842400002
"QN409",41004.939925440005
"QN465",43576.890910559996
"QN288",334598.05596384034
"BK578",40369.32055151999
"BK580",42360.07011839999
"BK586",46207.1850048
"BK592",50675.03155296
"BK582",42743.73644784002
"BK394",50812.57450367997
"BK590",52158.04278047997
"BK392",44361.22482576005
"BK584",42962.38375248002
"BX358",203967.48625776026
"BX350",57878.40811391994
"BK508.01",17397.30197952
"BK510.01",16498.883131199997
"BK508.03",12023.372082240006
"BK508.04",28420.06186944
"BK510.02",31199.418891360037
"BK506",45462.42778464002
"BK512",43451.70406416002
"BK1522",177648.49631520035
"QN275",44839.39677264002
"QN277",46974.308631840024
"QN279",61970.345736479976
"QN339",36512.61342624001
"QN351",30316.352270400006
"QN353",33606.67601232003
"QN377",39178.21067568004
"QN1399",118745.97153984004
"QN1129",123766.28924112029
"QN1097",141908.13940896024
"QN1133",87533.29073952
"QN1123",63491.5633392
"QN2",19315.680078240006
"QN12",36575.78749344001
"QN361",40109.93526384008
"QN363",35732.90143727998
"QN367",57721.19294448005
"QN1435",124932.36174768006
"QN1403",108515.65135536005
"QN1447",115617.34553904002
"QN1441",117199.29850416002
"QN1033",185441.6910513602
"QN1147",124407.43634591991
"QN1151",136843.57663488004
"QN567",35085.413699999976
"SI213",304053.3015695998
"BK818",40454.44296191998
"BK824",43039.51650143998
"BK854",27337.602098879997
"BK820",38590.20410976001
"BK826",38142.50435999996
"BK794",50417.24884271999
"BK856",26312.231246400028
"QN582",180429.4326888001
"BK537",35984.55254688003
"BK211",58777.52373504
"BK539",32990.98434048003
"BK543",344894.52311280003
"BK356.01",28023.017502240004
"BK354",115667.09511696002
"QN38",46740.44845440002
"QN112",51016.032161280025
"QN40.01",45904.762383839974
"BX38",15294.093282720005
"BX98",133673.21394336002
"BX74",50252.183366399986
"BX16",168756.21216432005
"BX42",106542.22820544011
"BK1024",33555.09159936001
"QN633.01",8913.233786399995
"QN1093",428311.5124075208
"QN371",74387.74283711996
"BK393",51333.551526240044
"QN184.01",53326.94882975999
"BK446",22223.359424159986
"QN1247",144264.4159867202
"QN1215",229280.56853471955
"QN399",41244.00267312001
"BK600",134525.85481872
"SI96.02",184703.64607583964
"BK686",49779.72495647997
"BK700",56481.30897264001
"BK85",118666.74847248002
"BK273",44175.83680944001
"BK297",70329.59869536004
"BK309",25952.557127039985
"BK343",66761.82002448004
"BK345",55396.387271520005
"BK311",32153.997627359986
"QN1161",49422.79147679999
"QN863",28243.476416159967
"QN865",38477.39659344002
"QN1159",106729.2420249598
"BK295",50884.783391520046
"BK383",53465.00274719999
"BK381",92092.55387904
"BK1200",38365.51810752002
"BK828",30153.05195183998
"BK786",39252.18472127999
"BK774",22403.498418720006
"BX422",32719.49843183999
"BX424",44750.535014880064
"BK418",45737.745943680005
"BK420",45668.44027583998
"BK554",30786.023589119995
"BK422",72112.84932240006
"BK438",43885.86319584001
"QN929",315577.80755279964
"BK1104",139638.95943120014
"BK571",48599.34538175992
"BK561",147731.8826001596
"QN1029",141667.1721489601
"QN1039",292768.6480099196
"QN111",39761.54886383998
"QN113",35091.22013999999
"QN117",43465.91822928001
"QN123.01",100120.81653216021
"QN401",35972.335797119944
"QN403",45078.45952031999
"QN415",33561.13029695999
"QN259",30474.45001872004
"QN261",37546.57780991999
"QN293",31791.536416799998
"SI223",268853.7100334399
"BK652",52521.92076240007
"BK654",40354.73477424001
"BK670",45230.54179680006
"BK672",35403.908546880026
"BK674",56455.34257296001
"BK680",40721.63210496001
"BK682",53843.74521551997
"BK529",43412.73123888001
"BK570",57126.54381119997
"BK632",24371.39383776
"BK1010",39227.4957384
"BK1020",56389.12593119992
"BK1022",42329.34243791999
"BK1034",229098.03728688124
"BK39",38687.705850239996
"BK35",19599.56854272
"BK33",31006.04121360001
"BX20",131047.68112992028
"BX2",212492.9427551998
"BX4",377488.1146996802
"BK626",70865.50988160005
"QN660",129228.08218848014
"QN694",216940.74547247987
"QN654",303046.4416478402
"BK896",34404.96860928005
"BK898",55941.77456784008
"BK916",55279.09718352004
"BK928",41833.77439680012
"BK922",43315.949496960005
"QN172",53482.74722784005
"QN188",72330.68372544006
"QN192",66873.62883312005
"QN174",54937.93399487999
"QN176",53827.71944111994
"QN170",63878.55095232004
"QN158.01",100437.54622127992
"BK804",44865.64188144002
"BK802",54324.077158079934
"BK414.01",54451.424000160005
"BK556",48750.38249904003
"BK414.02",80371.18635408008
"BK416",45118.268472960044
"QN954",258517.8287697603
"QN190",51820.595713440045
"QN270",52151.864728320026
"QN260",59914.09952639999
"QN262",46787.318038079975
"QN448",75281.60943647995
"QN456",48652.13753424
"QN454",73303.54113455996
"QN919",152491.9788864
"QN281",59737.07278367992
"QN283",46594.89261647998
"QN285",54067.478961599954
"QN287",45198.420570720045
"QN309.03",79255.09568304002
"QN327",32079.53584079998
"QN337",36983.30667839999
"BX316",54412.77633552002
"BK251",43481.47948847999
"QN289",46274.09841936
"QN267",47816.17275455997
"QN291",58012.258168799985
"BK1110",59250.63246624
"BK1124",51962.76059040003
"BK1128",40464.615844800006
"BK1162",55340.73835055996
"BK1122",48351.456845280045
"BK954",65474.137438560065
"BK960",96667.49440656014
"BK958",60598.77170544001
"BX84",54585.80824751993
"BX86",77158.25084448006
"BX90",224904.57986736
"QN690",93617.41792607997
"QN680",249248.31182495967
"BX405.01",11234.532369600001
"BX405.02",21048.902418240006
"BX407.01",4877.525728800002
"BX407.02",34009.43391648001
"BX397",159792.78751056
"BX415",14315.127498719985
"QN276",37346.65046783997
"BK161",52101.650635199985
"BK129.02",36323.55573983999
"QN476",233563.07351807994
"QN478",234898.27600896088
"BK260",47437.52318928014
"BK274",47894.09517936
"QN384",85009.62610943984
"QN606",64057.31962704
"QN608",61071.81075935992
"QN610",83453.80212431987
"BK232",63559.61481600001
"BK160",30679.626382560007
"BK140",20225.618903520015
"BK142",45486.44322048007
"BK152",58663.67105952
"BK678",59718.65475599999
"BK692",56101.84650576005
"BK720",36837.7043889601
"BK944.02",59442.15208320001
"BK950",75819.35545775994
"QN240",90197.68024944002
"QN238",30258.891740160027
"BK594.01",105380.22020688
"BK594.02",90510.43833359994
"BK596",37190.13207120005
"QN945",548767.5502046399
"BK533",59473.088795520016
"BK688",40076.65274976006
"BK690",43239.28126320005
"BK538",39694.33351440003
"BK544",70549.68599712
"BK760",57890.16034848004
"BK758",77974.93824336003
"BK427",37010.41114032001
"BK425",41696.55660672004
"BK574",34137.616885920004
"BK576",36025.03504656002
"BX152",50478.05388240004
"SI36",153026.26426943988
"QN779.03",107569.41066719998
"QN1451.02",106204.96694448015
"QN1463",85558.93855920018
"QN1467",100848.89765664004
"MN193",18941.257601279995
"MN189",69118.37531136003
"MN187",81322.35090336
"MN191",76351.24858752004
"MN197.01",142873.75038096006
"MN195",79396.95862512008
"MN199",81307.76512607999
"BK349",36731.16782784004
"BK351",37221.695879040024
"BK357",96034.33696320005
"BK353",40433.37719760002
"BK355",23752.427333760003
"BK1150",42926.592856319956
"BX166",73499.63622624018
"BX184",90433.97913168036
"BX164",38923.493765760024
"BX274.01",223992.06298271986
"BX194",401244.7226702401
"BX264",89293.33883232005
"SI244.02",1058505.279114239
"BK94",24121.322079840007
"BK86",74897.96633279989
"SI291.03",833790.848544002
"QN14",44355.92935248
"QN16",40156.52613839999
"QN18",42194.40077231998
"QN20",40732.919824320066
"QN22",29975.955531840013
"QN30",35989.174473120125
"QN595",98163.81399455995
"QN697.01",32041.166885280036
"QN400",62251.21485215997
"QN402",79714.94250527995
"QN398",63641.78755488003
"QN1409.01",75075.78275136002
"QN853",38928.37117536
"QN855",27648.71115408003
"QN857",31469.557705919993
"QN729",45309.27712320004
"QN102",56138.26449744019
"QN166",55047.25764720002
"QN168",59604.50014560004
"QN1193",56427.88972464
"QN1195",59141.37849119997
"QN1203",53369.26616447994
"BK514",55964.79129599992
"BK792",44718.41378880004
"BK284",44709.03058176
"BK288",41975.93927376003
"BK292",93579.28122815993
"BK290",40980.041910720014
"BK296",53079.68738880004
"QN973",199270.42468416024
"BK598",57035.82399263997
"QN526",50820.58739088007
"QN530",68852.76551999997
"QN528",57572.38550016015
"BK660",30668.454792000004
"QN379",48583.20347855996
"QN381",93123.31310784012
"QN373",75347.57059488003
"BK1106",84423.66341040005
"QN972.03",403508.09620800044
"SI132.01",188123.2211721599
"BK267",52315.72246512001
"BK500",33839.02651536
"BK504",39710.15025696
"SI114.01",195806.88322415962
"QN797.01",21893.344600320037
"BX319",171729.20234736006
"BX309",999204.7809412797
"QN972.04",147219.96362400003
"BK858",21566.465254080005
"BX460",104804.50006799996
"BK60",28032.84199872003
"BK50",119467.27074240001
"BK278",46465.66448784001
"BK286",73729.43189568009
"BK176",55359.94605408002
"SI319.02",235979.66739455963
"BK337",62740.69774416
"BK339",50281.61040432002
"BK317.02",43365.373914239986
"BK335",64617.96624767997
"BK319",35083.92725135999
"BK520",63403.305451200074
"BK526",52629.85086912011
"BK492",33600.63731472001
"BK294",62708.901678720096
"QN365",38235.73256064007
"QN695",57944.2299177601
"QN697.02",134866.3444603199
"QN703",64231.16444063993
"QN10",36424.72715039999
"BX232",27488.825022240013
"BX246",39325.99618656003
"BX244",34564.947644160005
"BX238",54216.44898624005
"BX248",93917.6340998397
"QN1451.01",70678.70509392004
"BK331",32851.69945775999
"BK333",61048.00435536001
"BK776",63743.469932159955
"BK486",33463.349847360034
"BK228",32329.58437295998
"BK496",26714.501409599994
"BK307",77073.82520688002
"BK299",48591.33249456002
"BK930",53121.86536896014
"BK934",57471.37666992008
"BK936",48112.185065759986
"BK456",38027.18846160002
"BK530",38046.721325759994
"BK532",58322.62399968004
"BK534",33615.40889808003
"BK220",49069.434764160025
"BX386",107573.4287236802
"BX279",77270.1293303999
"BK1174",30021.013506240004
"BK1178",23249.032211519996
"BK1190",41513.04987695998
"BK424",41120.83646784001
"BK412",41432.50294128
"QN269.01",25388.728577280006
"BK796.01",26043.85758959998
"BK796.02",28823.655900960024
"BK822",49101.11470079997
"QN859",33876.582569279984
"QN1201",44272.22371344015
"SI173",105352.53510095997
"BK377",73138.61501280003
"BK373",50908.032377280004
"BK371",45331.55062704004
"BK379",44321.97329135998
"BK552",33815.103982559995
"BK558",51549.71367456005
"BK572",126535.45015440007
"QN947",66284.20549583991
"QN925",105898.24755792008
"QN470",37611.47058335997
"QN536.01",64598.64241536001
"QN538",61601.172281280036
"QN516",55671.49639871999
"QN534.01",78371.16970896011
"BK82",34285.10046192002
"BK88",10982.230938720006
"BK275",45221.855362559945
"BK566",38435.19538751992
"BK646",33311.26757088009
"QN757.02",128833.31394576008
"QN1181",51221.998200960006
"QN1459",84228.17218848004
"QN180",36407.84202288003
"QN790",68847.14488608003
"QN178",56592.37455696
"QN182",77273.68287167996
"QN186",65364.99959232001
"QN1579.01",312181.82982864
"BK359",35502.64125264001
"BK347",30360.45798863998
"BK900",57245.48292815993
"QN630",43841.43231696001
"QN626",132578.23548816008
"QN8",58305.390485760036
"QN107.01",616413.4820092808
"QN272",36339.55828847998
"QN274",42788.07442368002
"BX162",40295.996827200004
"BX158",33926.47150176001
"BX160",148476.87207791998
"BK762",55383.84536111995
"QN525",35787.34261871998
"BX387",16487.525734560008
"BX389",11954.484478080023
"BX68",33345.270083519994
"BX54",25573.117885920015
"BX64",42805.516969440054
"BX50.02",10666.964472479995
"BX56",30126.086844479985
"BX62",66424.72134384011
"BK1126",41686.75533600007
"BX451.02",58927.53891888002
"BX235.01",12033.893351519997
"BX233.02",10063.396647360003
"BX379",42546.549745439996
"BX235.02",16128.710968320007
"BX381",47731.07356992003
"BX241",30334.538040479994
"BX233.01",19894.628597759965
"BX216.01",28056.62517696
"BX236",15324.68160864001
"BX210.01",87941.92476095991
"BX216.02",49517.73838368
"QN309.02",100558.27372176001
"BX161",33170.31043344002
"BX359",17340.793705440006
"BK494",50147.57454336003
"BK488",35326.195153920016
"BK490",52028.04820175997
"QN147",30254.80400640003
"BX285",40927.08717792001
"BX295",59391.14831424006
"BX274.02",181847.59759439994
"BX96",123857.00905968001
"BX40.01",31841.657606880064
"BX78",65571.26756688008
"BX92",64432.32274799998
"BX72",43259.650254720065
"QN713.06",28618.15437648006
"QN713.03",19511.960976000006
"QN713.05",23986.682349120012
"BX266.01",29531.577065759993
"BX266.02",42979.26887999997
"BK588",34769.19497760001
"BX143",21314.628338400005
"BX141",41260.49296272001
"BX173",36868.47852096
"QN184.02",54986.754542400035
"BK568",23380.954528320028
"BK1176.01",30694.79280384001
"BK1172.02",16353.373744799996
"BK1168",24273.49725936004
"BK528",79853.11255152004
"QN939",193030.01135855998
"QN65.02",36779.12902223994
"QN143",24055.29124416001
"QN65.01",26107.10133408002
"QN125",46489.88895552001
"QN598",56304.23577840004
"BK445",40169.76482160002
"SI133.01",27684.13043808002
"QN510",55320.62484240006
"QN512",125050.0466736
"QN532",45348.94672128003
"BK31",144804.71684160014
"BK15",71026.78955903999
"BK29.01",41563.40332464001
"BK185.01",40495.50610559998
"BK301",47921.19964128004
"BK992",37053.86653728004
"QN641.01",19107.22888224
"QN164",55124.34394464
"QN581",26197.403088960044
"QN75",33727.91447952
"QN69",55119.76846991995
"QN71",44494.076172960056
"QN73",37512.761103360004
"BK204",29492.070047999994
"BX224.04",4883.448297599998
"BX228",28578.577681439994
"BX230",25262.543023200036
"BX224.01",7699.6646006400015
"BK219",34874.59347648002
"BX149",32274.655450559992
"BX151",42524.41559616002
"BX300",69267.99565728006
"BK1170",21639.97478447999
"BK932",52128.94090319995
"BX155",18659.761390080002
"BX123",68900.4712310401
"BX153",61177.139580960014
"BX157",88541.0564659201
"BX374",33882.876750239986
"BX376",38498.74106688002
"QN151",29956.747828320033
"BX283",43442.29763135997
"BK52.01",88118.16182783978
"BX121.01",16644.090582719997
"BX125",35891.90499024003
"BX127.01",22254.969683519987
"BX121.02",8474.406276959999
"BK610.02",60867.09891071977
"BX70",41399.66171663999
"BX76",33561.98965008004
"BX69",51355.10503152001
"BX224.03",41045.050812960195
"BX202",27305.573775840036
"BX204",24510.400011359998
"BX206.01",32959.79214480001
"BX222",40045.483779840026
"BK756",59368.43352095998
"BK63",29376.614795039997
"BK51",69279.3066024001
"BK59",77386.8155486401
"MN5",538406.7244747202
"BK47",138289.86793584
"MN9",23314.76111231999
"BK23",97721.80455599999
"BK21",216043.20920303994
"MN15.02",36777.82837968001
"BK1",114438.12725232015
"MN7",16597.52293392
"BK525",43039.121663519996
"BK535",45008.131919040025
"BK545",84711.77896319999
"BK547",96084.20266991996
"BK523",34554.84443856003
"BK551",82736.1958176002
"MN31",41047.69854960001
"MN41",8694.470352959994
"MN43",16785.814170240003
"MN45",2766.5596281600056
"MN29",40877.662760640014
"MN33",33751.97636687999
"MN47",15366.743459999994
"MN37",62493.738238080245
"MN49",19948.210426079982
"MN317.03",120785.17004208005
"MN317.04",130273.45042032005
"MN113",4772.220132960003
"MN119",3600.341186399998
"MN121",31636.783177920006
"MN115",12247.407763200012
"MN111",13158.020135519993
"MN127",35020.19576592007
"MN129",91937.15031888
"MN117",55382.962782239985
"MN15.01",28190.01071664002
"MN21",37014.12726192002
"MN13",71843.1517972801
"MN16",22541.36653008
"MN25",48905.34476976
"MN8",26453.3277384
"MN27",13711.699028159988
"MN88",28774.78890192
"MN86.01",22647.833413919983
"MN70",47378.76201648
"MN72",27665.52660432001
"MN62",40463.59391135998
"MN78",39807.21070800011
"MN80",29573.824723200014
"MN183",68513.55329520028
"MN185",40919.16719376008
"MN177",36522.20566512001
"MN181",23738.49187776003
"MN261",7634.028602879998
"MN263",8313.846598080007
"MN269",10858.902153120001
"MN255",210106.6120439999
"MN265",25266.235919040002
"MN275",159729.03279935988
"MN271",13786.973716320004
"MN273",45652.762887839985
"MN291",16534.90628496001
"MN283",31037.767601759988
"MN285",10594.128489120001
"MN287",326929.7229134412
"MN311",509712.59863728087
"MN295",18474.88434048
"MN151",85394.6163071999
"MN159",30213.253121759997
"MN155",59808.050706239985
"MN104",13605.510853440008
"MN125",5329.940307840005
"MN96",8004.618829439998
"MN209.01",31177.60990271999
"MN223.01",36793.575444960006
"MN211",152682.40689264
"MN219",49307.312998080015
"MN205",137600.06286383973
"MN213.03",13733.69382288002
"MN217.03",127779.88637520018
"MN203",37286.65832975998
"MN86.02",24651.961018559974
"MN238.01",223048.72551456018
"BX61",41576.43297600008
"MN210",76300.61643072001
"BX51",130085.39144159993
"BX39",55620.07456607995
"BX63",266670.4653676799
"MN106.01",26279.343570240002
"MN106.02",17637.247306080015
"MN110",28252.32543071998
"MN116",43862.82324192002
"MN118",33699.11453711997
"MN184",43344.77266511999
"MN174.02",13512.561361920005
"MN180",53392.886762400085
"MN182",39943.615596479984
"MN186",42432.83642448001
"MN174.01",20695.336673759997
"MN170",49845.45385728
"MN166",29375.15157215999
"MN172",24104.483403840037
"MN168",46368.76661712001
"BX269",126475.36511328003
"MN309",85884.12242496008
"BX261",70365.15733392007
"MN307",14967.306839520008
"MN303",51595.677453599965
"MN299",92688.50365488003
"MN297",714096.4066430397
"BX211",37294.39250783999
"BX221.01",11188.800848159995
"BX219",22348.104981120006
"BX199",38404.769641919964
"BX195",55919.87267615997
"BX193",73912.40443296029
"BX197",23200.44392160003
"MN124",16048.582096319984
"MN132",32133.396378240053
"MN136",36124.30194480004
"QN37",194306.08106448012
"MN238.02",146022.4434384001
"QN19",250460.83585152033
"BX263",54262.90050624001
"BX253",32017.383707040037
"BX257",57850.00300944004
"BX255",39468.39332111999
"BX23",41525.63823888
"MN242",68585.15831328006
"MN138",26898.68168640003
"MN146.01",10900.081425600003
"MN146.02",19575.3673008
"MN144.01",17240.295841920008
"MN144.02",70789.79390400003
"MN152",61126.646778720016
"BX375.04",51289.93354896006
"BX385",29589.130499040013
"MN82",17318.938265280016
"MN84",29885.026681440024
"MN94",4284.479172959997
"MN109",4281.390146879999
"MN76",7219.077174720004
"MN101",6333.850558079997
"MN30.01",12613.050902879984
"MN14.02",16704.05949504
"MN18",31738.093943039992
"MN36.01",24923.632733280014
"MN14.01",38597.3808696
"MN148.01",5443.282016640006
"MN150.01",5437.359447840002
"MN150.02",17615.554446240003
"MN160.01",23795.278860959985
"MN154",41730.55911936003
"MN148.02",14206.825779840003
"MN158.01",24315.721691040006
"MN163",108697.5322819201
"MN167",67495.87016927998
"MN171",65346.62801615998
"MN175",65076.86081376001
"MN99",227059.44265439993
"MN225",85532.13603215998
"MN229",55782.445854240024
"MN233",92785.26217104001
"MN237",115751.21881968004
"MN245",17623.195721279986
"MN247",101569.96460160002
"MN241",24233.316694559948
"MN56",30724.754034240035
"MN64",25253.020461599994
"MN66",42121.86672383996
"MN50",28274.87764368001
"MN68",14140.37688048001
"MN52",16444.163240639995
"MN48",41166.12669984012
"MN223.02",7087.944533759998
"MN227",28979.01300960004
"MN231",49573.13182127999
"MN232",26657.458943040063
"MN259",10856.254416480002
"MN221.02",16200.03727728
"MN230",26951.357710080003
"MN24",89018.83357487997
"QN7",260020.88382815995
"QN85",53688.899073600005
"QN25",155758.89106224003
"QN47",89947.02784752002
"QN45",89606.70078624
"QN43",75907.65979727988
"QN39",33922.453445280014
"QN79",44744.93760671999
"QN77",33518.232318240036
"QN83",62263.52450496006
"QN81",33162.065288640006
"QN115",42290.69477327997
"QN101",51099.92360640003
"QN97",48493.87720560006
"QN103",98419.83154704
"QN95",43022.88685728003
"QN99",167545.17458640024
"QN91",89302.02526656003
"QN105",90141.8222966397
"BX33",32796.60795504002
"BX41",55083.95434799995
"BX25",28842.84037872004
"BX27.01",30711.352770720005
"BX27.02",23091.886719359998
"BX31",24669.519693120008
"MN240",1127265.16482
"MN188",24647.664252960014
"MN192",56699.189827199974
"MN194",43522.054891199965
"MN198",81612.97483824003
"MN196",23176.428485760014
"MN162",69414.41084832004
"MN178",69008.98198176001
"MN164",55030.39574543992
"MN158.02",5496.329652479999
"MN160.02",4642.41136032
"MN156.01",7509.817238400004
"MN156.02",30658.49094096
"BX213.02",46602.60356880011
"BX227.02",10778.541023520003
"BX205.01",96997.34665008007
"BX201",92642.1218121601
"BX213.01",9158.05652255999
"BX217",39721.391524799976
"BX209",24948.62365104001
"BX59.02",10760.541059519996
"MN236",55460.79230399998
"BX215.01",13436.543449440012
"BX53",17673.270459839998
"BX205.02",31934.76967872002
"BX215.02",23441.434407360022
"BX245.01",22693.588161120006
"MN12",31255.71813359998
"MN22.01",45204.714751679974
"MN22.02",11053.092732480009
"MN10.02",108133.70373215988
"MN26.01",27817.9572672
"MN30.02",17670.808529280006
"MN169",26228.22367248
"MN165",56046.98726064002
"MN179",79930.31497776003
"MN173",42873.49876896001
"MN226",30716.044374240017
"MN215",9373.568349600006
"MN224",64412.44149743997
"MN228",32915.01287951999
"BX243",45516.845740320015
"BX245.02",23783.387271839987
"BX247",69044.09933087998
"BX249",87178.44757824008
"BX251",61294.77805535997
"BX401",62171.4111408
"BX265",45682.120248480016
"BX237.02",10618.980052320003
"BX237.03",23608.032783840015
"BX239",43267.059272159975
"QN87",137390.33425104007
"BX189",101054.42240688019
"MN97",56827.79086032005
"MN103",13036.82811984
"MN6",59601.968537760054
"MN10.01",28910.682823679992
"MN2.02",119062.81735776033
"MN2.01",19687.80320495998
"MN206",26519.706960480045
"MN208",33752.48733360004
"MN200",21097.583611199992
"MN212",31441.617116640045
"MN98",34740.720195840004
"MN100",9720.421849440003
"MN90",30656.934815040004
"MN86.03",26672.555687040032
"MN108",21977.77023791995
"BX183.01",8279.751182400012
"BX183.02",18412.407046080025
"BK565",145887.08370912
"MN44",170854.68280608003
"BK563",240192.84348432004
"MN60",60890.464025280075
"BX83",36959.01253344007
"BX227.03",5931.092653920009
"BX227.01",20146.999705920003
"BX287",23925.6682776
"BX277",40263.03947376005
"BX289",24622.255271520004
"BX301",97145.38764432012
"BX307.01",177843.6391507201
"BX297",65378.72601648002
"BX293.02",246515.94051551976
"MN220",23606.96439888001
"MN222",20370.43151711999
"MN257",13016.528805600037
"MN201.02",11375.48950704
"MN218",22402.151324640014
"MN201.01",4356.920318400004
"MN207.01",3442.4524699200024
"MN134",30743.357868000014
