BBL,ITZ_GEOID,land_use2011,x_coord,y_coord,land_use2016,land_use2019
5064260063,SI176,11,935603,133717,11,09
5064260065,SI176,11,935638,133736,11,09
5064260067,SI176,09,935674,133755,9,09
5064260069,SI176,11,935709,133774,11,09
5064260071,SI176,09,935771,133808,9,09
5064290105,SI176,09,935112,134662,9,09
5064290109,SI176,09,935164,134691,9,09
5064290111,SI176,09,935190,134707,9,09
5064290112,SI176,09,935217,134723,9,09
5064420175,SI176,09,935451,132881,9,09
5064610002,SI176,09,934887,132344,9,09
5065170100,SI176,09,933727,132606,9,09
5065960001,SI198,09,932193,127681,9,09
5066310001,SI198,09,930225,130421,9,09
5066900001,SI198,09,927778,125853,9,09
5066900040,SI198,09,928847,125396,9,09
5066900070,SI198,09,928253,125464,9,09
5066900140,SI198,09,926640,125368,9,09
5066940001,SI198,09,928705,127159,9,09
5067120001,SI198,09,927980,128982,9,09
5067260001,SI198,09,928425,126455,9,09
5067260010,SI198,09,928395,126553,9,09
5067260073,SI198,09,927856,127209,9,09
5067500118,SI198,09,926997,129083,9,09
5067750001,SI198,09,926113,126654,9,09
5068710001,SI208.04,09,928013,133553,9,09
5069240030,SI208.03,09,926588,134705,9,09
5069500041,SI208.03,09,926015,133553,9,09
5070100001,SI208.03,09,924576,133242,9,09
5070540301,SI208.01,09,,,9,09
5070540450,SI208.01,09,924270,140182,9,09
5070920022,SI226,09,922997,136550,9,09
5071200018,SI226,09,921758,136332,9,09
5071200019,SI226,09,921726,136306,9,09
5071200023,SI226,09,921738,136394,9,09
5071200026,SI226,09,921735,136430,9,09
5071200027,SI226,09,921732,136455,9,09
5071200029,SI226,09,921724,136477,9,09
5071200031,SI226,09,921712,136510,9,09
5071200034,SI226,09,921687,136577,9,09
5071200039,SI226,09,921667,136633,9,09
5071200040,SI226,09,921654,136667,9,09
5071200043,SI226,09,921647,136388,9,09
5071200047,SI226,09,921618,136455,9,09
5071200051,SI226,09,921599,136499,9,09
5071200052,SI226,09,921584,136533,9,09
5071200055,SI226,09,921565,136577,9,09
5071200058,SI226,09,921546,136621,9,09
5071200061,SI226,01,921531,136655,9,09
5071200063,SI226,09,921554,136776,9,09
5071200076,SI226,09,921477,136955,9,09
5071200096,SI226,09,921373,137198,9,09
5071200113,SI226,09,921192,137604,9,09
5071200205,SI226,09,921298,138351,9,09
5071200270,SI226,09,921646,137318,9,09
5071440001,SI226,09,920371,136788,9,09
5071440463,SI226,09,919319,136973,9,09
5071440490,SI226,09,918957,137162,9,09
5071440500,SI226,09,919358,137192,9,09
5071440520,SI226,09,919935,137111,9,09
5071440528,SI226,09,919687,137477,9,09
5071440538,SI226,09,919993,137457,9,09
5071530013,SI226,09,923256,140691,9,09
5071670070,SI226,09,921303,141050,9,09
5072870011,SI226,09,921222,135319,9,09
5072870022,SI226,09,920978,135325,9,09
5072870036,SI226,09,920670,135372,9,09
5073490001,SI226,11,922544,133506,11,09
5073570001,SI226,09,922496,133629,9,09
5073570025,SI226,09,922322,133671,9,09
5073850019,SI226,09,918102,136002,9,09
5074080183,SI226,11,917476,134546,9,09
5074400100,SI226,09,921181,132119,9,09
5074690112,SI226,09,920860,131486,9,09
5074690116,SI226,09,921116,131294,9,09
5074990150,SI226,09,923061,131015,9,09
5075110005,SI226,09,919808,131164,9,09
5075110010,SI226,09,919117,131572,9,09
5075280065,SI226,11,918433,131436,8,09
5075340293,SI226,09,922023,129488,9,09
5075500130,SI226,09,921577,129118,9,09
5075500140,SI226,09,921927,129152,9,09
5075580100,SI226,09,921415,130174,9,09
5075580302,SI226,09,920523,130697,9,09
5075580410,SI226,09,921311,130287,9,09
5075580435,SI226,09,921573,129917,9,09
5075960145,SI226,09,917615,132343,9,09
5076200015,SI226,09,917039,131052,9,09
5076440100,SI198,08,924872,124417,9,09
5076640360,SI198,09,924288,127743,9,09
5076640400,SI198,06,925268,126913,9,09
5077220001,SI244.02,09,920380,122043,9,09
5077300030,SI244.02,09,921192,123746,9,09
5077300085,SI244.02,11,920517,123832,9,09
5077300150,SI244.02,09,921241,123962,9,09
5077340001,SI244.02,09,920631,124168,9,09
5077340050,SI244.02,09,921183,124165,9,09
5077340063,SI244.02,09,921106,124373,9,09
5077340068,SI244.02,09,921316,124422,9,09
5077400001,SI244.01,11,921542,125288,11,09
5077400100,SI244.01,09,921385,125054,9,09
5077400150,SI244.01,09,921267,125417,9,09
5077400200,SI244.01,09,921144,125805,9,09
5077500009,SI244.01,09,920515,128000,9,09
5077520001,SI198,09,920967,128164,9,09
5077520050,SI198,09,921093,128384,9,09
5077520070,SI198,09,921273,128168,9,09
5077520080,SI198,09,921182,128000,9,09
5077520101,SI198,09,921190,127552,9,09
5077640021,SI244.01,09,920208,125791,9,09
5077640024,SI244.01,09,920222,125743,9,09
5077640026,SI244.01,09,920234,125705,9,09
5077640028,SI244.01,09,920248,125658,9,09
5077640070,SI244.01,09,920162,125921,9,09
5077710001,SI244.01,09,919746,126859,9,09
5077710003,SI244.01,09,919738,126888,9,09
5077710004,SI244.01,09,919731,126917,9,09
5077710006,SI244.01,09,919733,126950,9,09
5077710007,SI244.01,09,919728,126969,9,09
5077710008,SI244.01,09,919722,126989,9,09
5077710009,SI244.01,09,919715,127018,9,09
5077710012,SI244.01,09,919930,127056,9,09
5077710031,SI244.01,09,920087,127049,9,09
5077710033,SI244.01,09,920105,126993,9,09
5077710038,SI244.01,09,920035,126982,9,09
5077710040,SI244.01,09,919997,126970,9,09
5077710042,SI244.01,09,919950,126955,9,09
5077710045,SI244.01,09,919892,126937,9,09
5077710048,SI244.01,09,919845,126922,9,09
5077710050,SI244.01,09,919797,126907,9,09
5077710055,SI244.01,09,919702,127107,9,09
5077710057,SI244.01,09,919689,127155,9,09
5077710060,SI244.01,09,919674,127212,9,09
5077710063,SI244.01,09,919661,127261,9,09
5077710065,SI244.01,09,919728,127251,9,09
5077710068,SI244.01,09,919766,127263,9,09
5077710069,SI244.01,09,919794,127273,9,09
5077710071,SI244.01,09,919842,127289,9,09
5077710076,SI244.01,09,919927,127317,9,09
5077710078,SI244.01,09,919984,127367,9,09
5077710080,SI244.01,09,920000,127320,9,09
5077710083,SI244.01,09,920018,127263,9,09
5077710086,SI244.01,09,919997,127217,9,09
5077710091,SI244.01,09,919892,127200,9,09
5077710096,SI244.01,09,919806,127172,9,09
5077710100,SI244.01,09,919749,127153,9,09
5077730001,SI244.01,09,920097,127528,9,09
5077730004,SI244.01,09,920078,127574,9,09
5077730006,SI244.01,09,920064,127611,9,09
5077730008,SI244.01,09,920049,127649,9,09
5077730010,SI244.01,09,920035,127686,9,09
5077730037,SI244.01,09,920111,127770,9,09
5077730040,SI244.01,09,920129,127723,9,09
5077730042,SI244.01,09,920151,127667,9,09
5077730046,SI244.01,09,920176,127602,9,09
5077730049,SI244.01,09,920196,127553,9,09
5077730051,SI244.01,09,920351,127597,9,09
5077730053,SI244.01,09,920336,127631,9,09
5077730055,SI244.01,09,920308,127704,9,09
5077730061,SI244.01,09,920279,127779,9,09
5077730063,SI244.01,09,920254,127844,9,09
5077730068,SI244.01,09,920214,127947,9,09
5077730074,SI244.01,09,920185,128021,9,09
5077730080,SI244.01,09,920106,128145,9,09
5077730081,SI244.01,09,920130,128165,9,09
5077730082,SI244.01,09,920147,128177,9,09
5077730083,SI244.01,09,920164,128207,9,09
5077730085,SI244.01,09,920183,128250,9,09
5077730086,SI244.01,09,920218,128273,9,09
5077730092,SI244.01,11,920250,128132,11,09
5077730094,SI244.01,09,920264,128094,9,09
5077730096,SI244.01,09,920279,128057,9,09
5077730098,SI244.01,09,920293,128020,9,09
5077730100,SI244.01,11,920308,127982,11,09
5077730102,SI244.01,09,920326,127936,9,09
5077730111,SI244.01,09,920387,127777,9,09
5077730113,SI244.01,09,920409,127721,9,09
5077730117,SI244.01,09,920430,127666,9,09
5077730119,SI244.01,09,920445,127630,9,09
5077740001,SI244.01,09,919631,127369,9,09
5077740002,SI244.01,09,919603,127415,9,09
5077740006,SI244.01,09,919614,127457,9,09
5077740008,SI244.01,09,919653,127502,9,09
5077740012,SI244.01,09,919697,127544,9,09
5077740014,SI244.01,09,919734,127579,9,09
5077740017,SI244.01,09,919777,127620,9,09
5077740020,SI244.01,09,919790,127661,9,09
5077740045,SI244.01,09,919819,127480,9,09
5077740051,SI244.01,09,919734,127437,9,09
5077740054,SI244.01,09,919680,127405,9,09
5077860001,SI244.01,09,919553,124336,9,09
5077860075,SI244.01,09,919752,125180,9,09
5077860085,SI244.01,09,919795,125024,9,09
5078000021,SI244.02,09,919417,122643,9,09
5078260300,SI244.02,09,918796,123597,9,09
5078500100,SI244.01,09,918568,124831,9,09
5078570001,SI244.02,09,913966,122506,9,09
5078570100,SI244.01,09,913530,123054,9,09
5078600022,SI244.02,  ,918194,121659,9,09
5078600044,SI244.02,09,918272,121850,9,09
5078680046,SI244.01,09,917243,125336,9,09
5079980080,SI248,09,915462,127436,9,09
5079980088,SI248,09,915403,127395,9,09
5079980100,SI248,09,915237,127417,9,09
5079980130,SI248,09,914979,127196,9,09
5080470035,SI248,09,915547,125170,9,09
