BBL,ITZ_GEOID,land_use2011,x_coord,y_coord,land_use2016,land_use2019
1000030001,MN317.04,09,979916,195328,9,09
1000060001,MN9,09,981505,195256,9,09
1000120028,MN13,09,980468,196126,9,09
1000160160,MN317.03,07,979497,199002,7,09
1000280028,MN7,09,981660,196035,9,09
1000290019,MN9,09,981318,195761,9,09
1000560015,MN13,  ,980395,198112,,09
1000560020,MN13,11,980359,198089,11,09
1000560021,MN13,  ,980320,198107,,09
1000940002,MN15.01,09,982843,197617,9,09
1000950101,MN15.01,  ,983233,197047,,09
1001060022,MN15.01,09,983868,197609,9,09
1001070060,MN15.01,10,983865,197063,11,09
1001150001,MN27,09,984121,198484,9,09
1001170100,MN27,09,984769,199229,9,09
1001410039,MN39,09,981653,200562,9,09
1001420003,MN21,09,980901,200212,9,09
1001420030,MN39,09,981047,200532,9,09
1001550031,MN29,09,983386,199541,9,09
1001580017,MN29,09,983489,199471,9,09
1001650001,MN29,09,984248,199821,9,09
1001680001,MN29,09,983500,199793,9,09
1001690001,MN31,09,983745,200254,9,09
1001900053,MN33,09,982649,201682,9,09
1002200008,MN37,09,982556,202330,9,09
1002270033,MN47,09,982853,202431,9,09
1002270063,MN37,09,982648,202588,9,09
1002430001,MN2.01,09,989177,198133,9,09
1002450028,MN2.01,09,988053,198427,9,09
1002490001,MN8,09,986198,197933,9,09
1002490056,MN8,09,986308,198148,9,09
1002490078,MN8,09,986088,198102,9,09
1002490999,MN9,09,986105,198014,9,09
1002500043,MN8,09,985586,198007,9,09
1002540001,MN8,09,986040,198323,9,09
1002540020,MN8,09,986223,198396,9,09
1002540033,MN8,09,986302,198502,9,09
1002540051,MN8,09,985968,198408,9,09
1002560003,MN6,09,987567,198814,9,09
1002590028,MN2.01,09,988587,198692,9,09
1002590051,MN2.02,09,988486,198701,9,09
1002600070,MN2.02,09,989234,198828,9,09
1002620014,MN2.02,09,989929,198596,9,09
1002620025,MN2.02,09,990345,198443,9,09
1002670050,MN2.02,09,989377,199396,9,09
1002710063,MN6,09,987071,199044,9,09
1002790017,MN27,09,984703,198950,9,09
1002790019,MN27,09,984656,198931,9,09
1002790030,MN27,09,984970,198774,9,09
1002820001,MN8,09,985829,199147,9,09
1002840001,MN6,09,987073,199256,9,09
1002880001,MN2.02,09,988724,199497,9,09
1002880076,MN2.02,09,988499,199456,9,09
1003020001,MN16,09,985908,200454,9,09
1003110001,MN14.01,09,987222,199702,9,09
1003110006,MN14.01,09,987259,200073,9,09
1003110035,MN14.01,09,987377,199604,9,09
1003150040,MN14.01,09,987877,199619,9,09
1003150076,MN14.01,09,988818,199691,9,09
1003160114,MN24,09,991996,203597,9,09
1003160200,MN24,09,991620,201279,9,09
1003250011,MN10.02,09,990899,201134,9,09
1003310095,MN12,09,989279,200092,9,09
1003310145,MN12,09,989897,199856,9,09
1003400001,MN22.01,09,989558,201496,9,09
1003440053,MN22.01,11,989046,201397,11,09
1003440054,MN22.01,09,989093,201399,9,09
1003440148,MN22.01,09,988558,201596,9,09
1003440153,MN22.01,11,988680,201567,11,09
1003500005,MN30.01,09,988464,201939,9,09
1003540016,MN30.01,11,987971,201860,11,09
1003540018,MN30.01,11,988029,201850,11,09
1003550010,MN30.01,09,988122,202245,9,09
1003560090,MN20,09,990658,201479,9,09
1003710003,MN22.02,09,989569,201872,9,09
1003730010,MN26.01,11,989880,202262,11,09
1003730011,MN26.01,11,989896,202253,11,09
1003730012,MN26.01,11,989912,202244,11,09
1003730026,MN26.01,11,990189,202090,11,09
1003730027,MN26.01,11,990226,202070,11,09
1003730030,MN26.01,11,990261,202055,11,09
1003730058,MN26.01,11,989926,202123,11,09
1003730059,MN26.01,11,989906,202134,11,09
1003740010,MN26.01,11,989950,202510,11,09
1003740012,MN26.01,11,989972,202498,11,09
1003740013,MN26.01,11,989994,202486,11,09
1003740014,MN26.01,11,990016,202473,11,09
1003740015,MN26.01,11,990038,202461,11,09
1003740016,MN26.01,11,990060,202449,11,09
1003740017,MN26.01,11,990082,202437,11,09
1003740018,MN26.01,11,990103,202425,11,09
1003740059,MN26.01,11,990032,202352,11,09
1003740060,MN26.01,11,990004,202367,11,09
1003740062,MN26.01,11,989967,202388,11,09
1003740064,MN26.01,11,989940,202404,11,09
1003750033,MN26.01,09,990454,202522,9,09
1003750034,MN26.01,09,990473,202512,9,09
1003750035,MN26.01,09,990493,202503,9,09
1003770011,MN26.02,11,990347,203150,11,09
1003770014,MN26.02,11,990379,203132,11,09
1003770018,MN26.02,11,990470,203081,11,09
1003770020,MN26.02,11,990504,203063,11,09
1003770022,MN26.02,11,990542,203042,11,09
1003770024,MN26.02,11,990573,203025,11,09
1003770025,MN26.02,11,990594,203013,11,09
1003770069,MN26.02,11,990253,203084,11,09
1003790001,MN28,11,990432,203521,11,09
1003790002,MN28,11,990443,203540,11,09
1003790003,MN28,11,990461,203558,11,09
1003790004,MN28,11,990477,203574,11,09
1003790005,MN28,11,990489,203596,11,09
1003790006,MN28,11,990501,203618,11,09
1003790007,MN28,11,990512,203637,11,09
1003790059,MN28,11,990550,203494,11,09
1003790061,MN28,11,990515,203514,11,09
1003790063,MN28,11,990477,203516,11,09
1003800050,MN28,09,991053,203582,9,09
1003840028,MN22.02,11,989297,202005,11,09
1003850011,MN22.02,11,989052,202430,11,09
1003850063,MN22.02,05,988999,202335,9,09
1003860021,MN26.01,11,989391,202534,11,09
1003860022,MN26.01,11,989412,202522,11,09
1003860052,MN26.01,11,989386,202423,11,09
1003860060,MN26.01,11,989232,202508,11,09
1003870040,MN26.01,11,989694,202501,11,09
1003870121,MN26.01,11,989588,203002,11,09
1003870122,MN26.01,11,989621,202983,11,09
1003890040,MN26.02,09,989910,202998,9,09
1003890041,MN26.02,09,989888,203010,9,09
1004030001,MN32,09,989318,203943,9,09
1004050024,MN34,09,989857,204572,9,09
1004180001,MN18,09,986191,201194,9,09
1004200001,MN18,09,986592,202214,9,09
1004280001,MN30.02,09,987566,202673,9,09
1004310020,MN32,09,988215,203185,9,09
1004310040,MN32,09,988168,203099,9,09
1004370015,MN34,09,988797,204573,9,09
1004380019,MN34,11,988979,204759,11,09
1004390010,MN34,11,988955,205011,11,09
1004420001,MN36.02,09,987121,202873,9,09
1004430053,MN36.02,11,987131,203054,11,09
1004440049,MN36.02,09,987322,203268,9,09
1004460013,MN38,09,987534,203812,9,09
1004560001,MN36.02,09,986500,203105,9,09
1004580030,MN36.02,09,986759,203636,9,09
1004580040,MN36.02,11,986746,203559,9,09
1004580041,MN36.02,11,986726,203570,9,09
1004800017,MN41,09,985327,202192,9,09
1005030030,MN49,09,983534,203556,9,09
1005190049,MN37,09,983276,204242,9,09
1005200070,MN37,09,983497,204507,9,09
1005260001,MN65,09,983625,204709,9,09
1005270080,MN67,09,983497,205182,9,09
1005420010,MN65,09,983804,205351,9,09
1005420026,MN65,09,983741,205187,9,09
1005430001,MN65,09,983882,205483,9,09
1005430032,MN65,09,983990,205678,9,09
1005490001,MN65,09,984914,205559,9,09
1005570041,MN61,09,986850,205797,9,09
1005740008,MN63,09,984848,207088,9,09
1005820001,MN67,09,982544,205162,9,09
1005820050,MN67,09,982742,205099,9,09
1005920087,MN71,09,983608,206541,9,09
1006060013,MN71,09,984258,207194,9,09
1006160054,MN77,09,983461,208487,9,09
1006170001,MN77,08,983923,207858,9,09
1006230002,MN77,09,982729,207529,9,09
1006240024,MN77,09,982745,207907,9,09
1006270025,MN77,09,982921,208540,9,09
1006680030,MN99,09,982018,212099,9,09
1006690001,MN99,09,982014,212383,9,09
1006690017,MN99,09,982231,212320,9,09
1006690031,MN99,09,982102,212446,9,09
1006690038,MN99,09,981998,212506,9,09
1007190086,MN89,09,983057,211294,9,09
1007220057,MN93,09,983635,211901,9,09
1007240100,MN97,09,984048,212500,9,09
1007400024,MN83,09,983693,209481,9,09
1007440055,MN89,09,983913,210528,9,09
1007490070,MN93,09,984612,211644,9,09
1007819001,MN101,09,,,9,09
1007960047,MN87,09,985796,209468,9,09
1008100045,MN109,09,987672,212628,9,09
1008340001,MN76,09,987486,212016,9,09
1008450002,MN52,09,986917,207357,9,09
1008450010,MN52,09,986955,206990,9,09
1008520001,MN56,09,987581,209697,9,09
1008760017,MN50,09,988158,208126,9,09
1008970040,MN48,09,988564,206631,9,09
1009100027,MN70,09,990209,209610,9,09
1009220001,MN48,09,988808,206494,9,09
1009250001,MN64,09,989195,207257,9,09
1009340050,MN66,09,990323,208878,9,09
1009350001,MN70,09,990406,209500,9,09
1009410001,MN78,09,991230,210920,9,09
1009410011,MN78,09,991535,210752,9,09
1009680050,MN86.01,09,992436,210549,9,09
1009690050,MN86.01,09,992564,210775,9,09
1009810002,MN62,09,991043,207550,9,09
1009900070,MN44,09,991581,205356,9,09
1010340005,MN121,09,986664,215796,9,09
1010380008,MN127,09,987200,216692,9,09
1010410006,MN133,09,987528,217407,9,09
1010550011,MN121,09,986262,216673,9,09
1010570001,MN127,09,986304,217246,9,09
1010570050,MN127,11,986539,217177,11,09
1011000001,MN135,09,985831,219149,9,09
1011110001,MN143,09,993791,224362,9,09
1011160001,MN149,09,989085,220468,9,09
1011340010,MN149,09,988406,220615,9,09
1011370036,MN149,09,989265,221101,9,09
1011490001,MN161,09,990135,224139,9,09
1011510015,MN147,09,987371,220280,9,09
1011540164,MN151,09,987863,221202,9,09
1011640032,MN159,09,989375,223154,9,09
1011710001,MN159,11,986793,221759,11,09
1011710071,MN151,09,987329,221487,9,09
1011710130,MN155,09,987642,223804,9,09
1011870001,MN167,09,988467,224589,9,09
1011870003,MN187,09,987858,224787,9,09
1011870004,MN187,09,988042,224204,9,09
1012190041,MN173,09,992033,226602,9,09
1012530093,MN183,09,991193,229130,9,09
1012540010,MN167,09,989432,227489,9,09
1012890006,MN102,09,991153,216292,9,09
1013250010,MN98,09,992761,214808,9,09
1013340017,MN88,09,992305,212086,9,09
1013340023,MN88,09,992457,212007,9,09
1013340037,MN88,09,992243,212176,9,09
1013350012,MN88,09,992342,212357,9,09
1013350019,MN88,09,992454,212355,9,09
1013350023,MN88,09,992611,212259,9,09
1013390027,MN90,09,992868,213353,9,09
1013600020,MN86.03,09,993904,213323,9,09
1013610023,MN86.03,09,994228,213696,9,09
1013610024,MN86.03,11,994088,213504,9,09
1013630061,MN86.03,09,994397,213895,9,09
1013630063,MN86.03,09,994407,213941,9,09
1013700044,MN106.01,11,994902,215872,9,09
1013720010,MN106.01,09,995273,214962,9,09
1013720025,MN106.01,11,995369,215229,11,09
1013720049,MN106.01,11,995508,215368,9,09
1013720050,MN106.01,11,995518,215382,9,09
1013720051,MN106.01,11,995528,215397,9,09
1013720052,MN106.01,11,995538,215411,9,09
1013720053,MN106.01,11,995548,215425,9,09
1013720054,MN106.01,11,995558,215439,9,09
1014420015,MN118,09,995684,218060,9,09
1014740021,MN106.02,09,995700,215969,9,09
1014880017,MN132,09,998242,219535,9,09
1015240046,MN158.01,09,997892,225448,9,09
1015360025,MN154,09,998060,223804,9,09
1015730101,MN152,09,999585,224449,9,09
1015920001,MN136,09,999898,221686,9,09
1015960075,MN186,09,997985,230818,9,09
1016090014,MN168,11,997819,227871,11,09
1016140030,MN174.01,09,998860,228837,9,09
1016220050,MN184,11,999709,230909,11,09
1016250007,MN158.02,02,997828,226091,9,09
1016280012,MN166,11,998262,226669,11,09
1016280015,MN166,11,998325,226650,11,09
1016280016,MN166,11,998338,226672,11,09
1016280042,MN166,09,998725,226531,9,09
1016280043,MN166,09,998703,226543,9,09
1016280044,MN166,09,998681,226556,9,09
1016280045,MN166,09,998658,226568,9,09
1016280046,MN166,09,998636,226580,9,09
1016280058,MN166,09,,,9,09
1016280060,MN166,09,998362,226747,9,09
1016280159,MN166,09,,,9,09
1016310001,MN166,10,998391,227475,10,09
1016310002,MN166,11,998495,227437,11,09
1016330028,MN172,09,999228,227697,9,09
1016540042,MN170,09,999566,227261,9,09
1016560050,MN170,09,999962,228172,9,09
1016720010,MN164,09,999796,225883,9,09
1016900001,MN162,09,999731,224718,9,09
1016960100,MN162,09,1001104,226005,9,09
1017050001,MN178,09,1002084,228268,9,09
1017190001,MN198,09,999844,232377,9,09
1017260033,MN208,09,1000566,233856,9,09
1017280033,MN208,09,1000827,234403,9,09
1017300055,MN212,09,1001047,235418,9,09
1017360015,MN212,09,1001441,236434,9,09
1017360019,MN212,09,1001501,236401,9,09
1017360021,MN212,09,1001534,236383,9,09
1017360022,MN212,09,1001561,236366,9,09
1017410001,MN214,09,1002091,237744,9,09
1017530067,MN206,11,1000883,233843,11,09
1017530068,MN206,11,1000866,233852,11,09
1017530168,MN206,11,1000848,233862,11,09
1017550011,MN206,09,1001276,234160,9,09
1017560001,MN206,11,1001113,234474,9,09
1017600046,MN210,09,1002293,235377,9,09
1017690029,MN196,09,1001227,231103,9,09
1017710047,MN196,09,1001435,231705,9,09
1017710048,MN196,09,1001414,231717,9,09
1017710049,MN196,09,1001393,231729,9,09
1017710050,MN196,09,1001371,231741,9,09
1017750040,MN242,11,1002165,232566,9,09
1017770021,MN242,09,1002156,233081,9,09
1017770085,MN242,09,1002154,233291,9,09
1017770090,MN242,09,1002344,233493,9,09
1017790020,MN242,09,1002349,233581,9,09
1017930001,MN242,09,1002665,232878,9,09
1017970110,MN194,09,1002328,230628,9,09
1018010005,MN242,09,1002913,231369,9,09
1018030080,MN242,09,1003138,232333,9,09
1018030085,MN242,09,1003204,232126,9,09
1018030090,MN242,09,1003375,232069,9,09
1018110021,MN192,09,1003449,231215,9,09
1018110209,MN192,09,1003510,231024,9,09
1018150002,MN178,11,1003186,229497,11,09
1018150005,MN178,11,1003203,229410,11,09
1018150006,MN178,11,1003223,229399,11,09
1018190002,MN152,09,1001448,223929,9,09
1018190203,MN240,09,1005829,229117,9,09
1018390038,MN189,11,994851,229573,11,09
1018390039,MN189,11,994831,229583,11,09
1018390040,MN189,11,994813,229596,11,09
1018390042,MN189,11,994766,229620,11,09
1018390043,MN189,11,994746,229632,11,09
1018390044,MN189,11,994728,229642,11,09
1018400061,MN189,11,994477,230078,11,09
1018400062,MN189,11,994460,230087,11,09
1018400063,MN189,11,994444,230096,11,09
1018500001,MN197.01,09,995773,232839,9,09
1018520002,MN185,09,992822,229065,9,09
1018550100,MN189,09,993240,229683,9,09
1018630017,MN193,09,994536,231172,9,09
1018658010,MN197.01,11,,,11,09
1018780001,MN195,09,993060,231376,9,09
1018800056,MN195,09,993489,231867,9,09
1018970001,MN195,09,991717,230297,9,09
1018970100,MN211,09,994480,235632,9,09
1019160039,MN226,11,999987,235229,11,09
1019190039,MN228,11,1000364,235911,11,09
1019220036,MN218,09,997415,232154,9,09
1019230018,MN218,11,997190,232399,9,09
1019230020,MN218,11,997240,232401,9,09
1019230021,MN218,11,997245,232428,9,09
1019260027,MN220,11,997785,233010,9,09
1019260053,MN220,11,997509,233280,9,09
1019260058,MN220,11,997415,233331,9,09
1019260153,MN220,11,997494,233288,9,09
1019280001,MN222,11,997468,233737,9,09
1019280022,MN222,11,997923,233531,9,09
1019280023,MN222,11,997944,233519,9,09
1019280104,MN222,11,997520,233739,9,09
1019280105,MN222,11,997532,233732,9,09
1019280121,MN222,11,997912,233536,9,09
1019280122,MN222,11,997934,233525,9,09
1019390005,MN226,11,999041,236287,9,09
1019470021,MN257,09,996865,233517,9,09
1019470022,MN257,09,996887,233505,9,09
1019530022,MN215,11,997641,234912,11,09
1019530023,MN215,11,997671,234895,11,09
1019530028,MN215,11,997798,234840,11,09
1019530122,MN215,11,997656,234903,11,09
1019570140,MN217.03,09,998416,237035,9,09
1019600069,MN221.02,09,998846,237396,9,09
1019830006,MN219,09,996353,236322,9,09
1019830021,MN219,09,996503,235999,9,09
1019880165,MN223.01,09,997112,238607,9,09
1019880200,MN223.01,09,997528,238215,9,09
1019940001,MN211,09,994747,235502,9,09
1020050027,MN223.02,09,995400,238651,9,09
1020070013,MN230,09,1000583,236909,9,09
1020070014,MN230,09,1000605,236897,9,09
1020070044,MN230,09,1000792,236908,9,09
1020070052,MN230,09,1000632,236997,9,09
1020070053,MN230,09,1000610,237009,9,09
1020080026,MN230,09,1001041,237009,9,09
1020080029,MN230,09,1001109,236972,9,09
1020110007,MN232,09,1000934,237902,9,09
1020110008,MN232,09,1000958,237889,9,09
1020120009,MN232,09,1001123,238092,9,09
1020160070,MN236,09,1002241,240386,9,09
1020160071,MN236,09,1002258,240497,9,09
1020160073,MN236,09,1002217,240742,9,09
1020160075,MN236,09,1002287,240048,9,09
1020160101,MN236,09,1002116,239734,9,09
1020290009,MN232,09,1000335,238588,9,09
1020310044,MN232,11,1000833,239011,11,09
1020360025,MN236,09,1001604,239955,9,09
1020360044,MN236,09,1001513,240123,9,09
1020370023,MN236,09,1002035,240658,9,09
1020420030,MN221.02,09,999460,238195,9,09
1020450098,MN259,09,1000773,240234,9,09
1020520001,MN231,09,1000542,240429,9,09
1020660001,MN235.01,09,999676,241378,9,09
1020660025,MN235.01,09,1000113,241068,9,09
1020720013,MN225,09,997732,239150,9,09
1020750029,MN229,09,998457,239518,9,09
1020850001,MN237,09,999527,242173,9,09
1021000001,MN237,09,998654,242694,9,09
1021010055,MN229,09,997005,240125,9,09
1021060001,MN311,09,1002597,245726,9,09
1021060004,MN243.02,09,1001158,242305,9,09
1021070001,MN239,09,1000673,242030,9,09
1021090106,MN243.01,09,1001274,243313,9,09
1021150059,MN241,09,999707,242832,9,09
1021240065,MN251,09,1000850,245377,9,09
1021360300,MN247,09,999152,244916,9,09
1021380079,MN251,08,1000493,246092,8,09
1021390135,MN255,09,999924,247718,9,09
1021390404,MN255,09,1000503,247698,9,09
1021400011,MN229,09,999374,246781,9,09
1021490002,MN311,09,1003556,248315,9,09
1021490525,MN311,09,1004868,250750,9,09
1021500001,MN299,09,1006089,252074,9,09
1021570045,MN269,09,1003358,249647,9,09
1021700048,MN279,09,1002947,251041,9,09
1021720068,MN285,09,1003645,252655,9,09
1021720072,MN285,09,1003564,252582,9,09
1021770168,MN265,09,1000536,249222,9,09
1021770300,MN265,09,1000363,248502,9,09
1021780001,MN287,09,1001219,251642,9,09
1021780370,MN287,09,1002204,253759,9,09
1021780420,MN287,09,1002693,254665,9,09
1021780421,MN287,09,1002752,254807,9,09
1021780530,MN287,09,1003024,255778,9,09
1021790189,MN273,09,1001371,249999,9,09
1021790243,MN275,11,1000980,250810,11,09
1021790345,MN275,09,1001332,251376,9,09
1021790600,MN273,09,1002268,252227,9,09
1021790625,MN287,09,1002969,253388,9,09
1022160020,MN299,09,1006125,253529,9,09
1022430010,MN303,09,1006701,256000,9,09
1022440001,MN297,09,1007622,257386,9,09
1022550001,MN297,09,1006283,256853,9,09
1022552000,MN297,09,1004800,257521,9,09
4000060001,QN1,09,994878,209151,9,09
4000180005,QN1,09,995604,210512,9,09
4000210040,QN1,09,996481,211277,9,09
4000319031,QN7,09,,,9,09
4000320042,QN7,09,996807,210104,9,09
4000390062,QN7,09,997696,209590,9,09
4000530001,QN7,09,998430,211516,9,09
4001230012,QN169,09,1007962,212445,9,09
4001290030,QN169,09,1008214,212044,9,09
4001740001,QN185.02,09,1005731,209288,9,09
4001830289,QN171,09,1005970,211566,9,09
4002060115,QN189,11,1004908,208726,11,09
4002060122,QN189,11,1004791,208663,11,09
4003220001,QN37,09,1000642,218478,9,09
4003440132,QN33,09,1002780,215118,9,09
4004310001,QN19,10,1000580,212019,9,09
4004650400,QN25,09,998711,213992,9,09
4004770049,QN25,09,998544,214880,9,09
4004900100,QN87,09,1001571,221519,9,09
4005010016,QN37,09,1001813,219337,9,09
4005080003,QN81,09,1003216,220628,9,09
4005080005,QN81,09,1003190,220632,9,09
4005080006,QN81,09,1003170,220636,9,09
4005080007,QN81,09,1003147,220640,9,09
4005080008,QN81,09,1003125,220642,9,09
4005080009,QN81,09,1003108,220623,9,09
4005080010,QN81,09,1003088,220621,9,09
4005080011,QN81,09,1003062,220617,9,09
4005080020,QN81,09,1002986,220681,9,09
4005080027,QN81,09,1003054,220677,9,09
4005080029,QN81,09,1003083,220657,9,09
4005080119,QN81,09,1002920,220750,9,09
4005180035,QN77,09,1002899,219064,9,09
4005230040,QN43,09,1002161,217121,9,09
4005370002,QN83,09,1004117,220028,9,09
4005400034,QN83,09,1004043,220774,9,09
4006450010,QN57,09,1005611,214790,9,09
4006580024,QN155,09,1006875,216457,9,09
4006690020,QN157,09,1005853,214282,9,09
4007140052,QN151,09,1008777,216501,9,09
4007550009,QN123.01,09,1013436,220969,9,09
4007630024,QN123.01,09,1012654,220845,9,09
4007950005,QN119,09,1009966,220407,9,09
4008030060,QN117,09,1009282,219937,9,09
4008100019,QN123.01,09,1010981,222202,9,09
4008120001,QN123.01,09,1011289,222565,9,09
4008280090,QN111,09,1010379,222479,9,09
4008420001,QN115,09,1007544,220920,9,09
4008420008,QN115,09,1007715,221108,9,09
4008620001,QN95,07,1006165,220912,7,09
4008630001,QN95,07,1005976,221090,7,09
4008730001,QN95,11,1005787,221267,11,09
4008740052,QN95,07,1005745,221645,7,09
4008870001,QN91,09,1004965,221191,9,09
4008890001,QN95,09,1005257,221839,9,09
4008890033,QN95,07,1005565,222014,7,09
4008930200,QN105,11,1007911,224607,11,09
4008970001,QN103,09,1006461,224520,9,09
4008970002,QN103,09,1007169,225158,9,09
4008970012,QN103,09,1006647,224740,9,09
4008970025,QN103,09,1006798,224876,9,09
4008980001,QN99,09,1005516,223050,9,09
4009130001,QN91,09,1002303,222605,9,09
4010050046,QN317,09,1013195,218736,9,09
4010160310,QN299,09,1013036,218180,9,09
4010160450,QN299,09,1012172,217713,9,09
4010160550,QN137,09,1011260,218440,9,09
4010270150,QN317,09,1014103,217315,9,09
4010340001,QN309.04,09,1015305,218393,9,09
4010560001,QN309.04,11,1014928,217124,11,09
4010740001,QN357,09,1019590,220142,9,09
4010750001,QN357,09,1019614,219971,9,09
4010770001,QN329,09,1015605,218316,9,09
4011110201,QN295,09,1009856,215153,9,09
4011150002,QN297,09,1011911,215809,9,09
4011310012,QN295,09,1009832,214719,9,09
4012050001,QN291,09,1012699,212084,9,09
4012360002,QN251,09,1008963,211619,9,09
4012360100,QN255,09,1009304,211487,9,09
4012460033,QN289,11,1013949,213706,9,09
4012500014,QN287,09,1014907,213990,9,09
4012560001,QN291,09,1012902,213317,9,09
4012710067,QN291,09,1013478,212542,9,09
4013080056,QN263,09,1013095,209966,9,09
4013170055,QN251,09,1009398,210782,9,09
4013200064,QN253.02,09,1008251,210387,9,09
4013470006,QN483,09,1012712,209405,9,09
4013470010,QN483,09,1012685,209489,9,09
4013470043,QN483,09,1012792,209201,9,09
4013470046,QN483,09,1012737,209244,9,09
4013470145,QN483,09,1012752,209226,9,09
4013580001,QN329,09,1016318,217055,9,09
4013630012,QN329,09,1017670,217412,9,09
4013760008,QN361,09,1019589,217026,9,09
4014050030,QN353,09,1018923,215740,9,09
4014270024,QN361,09,1020033,215417,9,09
4014290001,QN363,09,1020422,215720,9,09
4014870037,QN267,09,1014969,210916,9,09
4014930085,QN269.01,09,1016722,211667,9,09
4014970020,QN267,09,1015385,210664,9,09
4014980037,QN267,09,1015640,210431,9,09
4015340001,QN481,09,1016838,209680,9,09
4015720001,QN467,09,1018173,209867,9,09
4017290001,QN375,09,1019673,214262,9,09
4017480039,QN379,08,1022601,214176,9,09
4017480042,QN379,08,1022605,214146,9,09
4017570001,QN381,09,1024434,214751,9,09
4017870001,QN383.02,09,1025359,214701,9,09
4017870002,QN383.02,09,1024797,215408,9,09
4017870020,QN383.02,09,1026548,214812,9,09
4018580001,QN683,09,1019946,207320,9,09
4018720008,QN683,09,1020408,207562,9,09
4018720107,QN683,11,1020439,207490,11,09
4019130100,QN683,09,1021658,206799,9,09
4019280001,QN413,09,1022618,210334,9,09
4019320031,QN443.01,09,1023022,209415,9,09
4019380001,QN443.01,09,1023164,209186,9,09
4019390021,QN443.01,09,1023298,209032,9,09
4019760028,QN405,09,1022508,212029,9,09
4020020055,QN415,09,1024534,211674,9,09
4020180001,QN383.02,09,1027660,211563,9,09
4020830101,QN717.02,09,1022901,206448,9,09
4021060001,QN719,09,1023784,207291,9,09
4021580001,QN741,09,1026497,203911,9,09
4021580020,QN741,11,1026675,203982,11,09
4021840031,QN747,09,1027145,206680,9,09
4022090010,QN383.02,09,1028541,206913,9,09
4022090095,QN383.02,09,1029411,209539,9,09
4022090105,QN383.02,09,1030532,204974,9,09
4022800001,QN383.02,09,1030559,202577,9,09
4022801500,QN383.02,09,1030731,204487,9,09
4022801550,QN383.02,09,1030703,204451,9,09
4022801575,QN383.02,09,1032068,202903,9,09
4022801600,QN383.02,09,1032165,202829,9,09
4022802000,QN383.02,09,1032023,200927,9,09
4022810075,QN253.01,09,1007470,209933,9,09
4023060201,QN205,09,1006803,206244,9,09
4023080001,QN205,09,1006421,206487,9,09
4023080010,QN205,09,1006375,206565,9,09
4023110250,QN229,09,1008519,208496,9,09
4023120001,QN229,09,1008044,206470,9,09
4023240001,QN245,09,1011316,208817,9,09
4023370020,QN243,09,1011340,208223,9,09
4023550027,QN243,09,1011109,207085,9,09
4023610101,QN229,09,1010149,205902,9,09
4023660061,QN511,09,1010964,204103,9,09
4023660150,QN511,09,1010973,204289,9,09
4024670010,QN479,09,1014678,207475,9,09
4024670210,QN479,09,1016665,206873,9,09
4024850001,QN497,09,1014475,206651,9,09
4025080001,QN199,09,1003530,206387,9,09
4025140004,QN205,09,1005362,206146,9,09
4025150035,QN205,10,1005004,206046,9,09
4025550001,QN205,09,1006959,205619,9,09
4025670001,QN219,09,1007871,205113,9,09
4025670159,QN219,09,1007768,204588,9,09
4025670160,QN219,09,1007309,204934,9,09
4026310116,QN535,09,1008480,201067,9,09
4026470042,QN595,09,1009941,199605,9,09
4026470060,QN595,09,1010125,199461,9,09
4026470068,QN595,09,1010185,199452,9,09
4026470070,QN595,09,1010209,199456,9,09
4026470071,QN595,09,1010234,199461,9,09
4026470073,QN595,09,1010258,199465,9,09
4027070001,QN517,09,1011537,203577,9,09
4027080005,QN517,09,1010927,203634,9,09
4027540001,QN521,09,1011491,201090,9,09
4027670001,QN603,09,1012837,199793,9,09
4027760001,QN517,09,1013251,203313,9,09
4027760033,QN517,09,1013411,203403,9,09
4027870001,QN517,09,1012849,201734,9,09
4027900001,QN607.01,09,1014623,199274,9,09
4027910029,QN495,09,1013533,203379,9,09
4028050031,QN499,09,1016087,205218,9,09
4028080086,QN493.02,09,1014493,204656,9,09
4028190252,QN495,09,1014799,203757,9,09
4028600023,QN475,09,1019678,206261,9,09
4028960006,QN499,09,1018381,205482,9,09
4028960022,QN499,09,1018352,205522,9,09
4028970012,QN505,09,1018608,205230,9,09
4029080031,QN499,09,1017771,205249,9,09
4029090062,QN507,09,1017781,204850,9,09
4029600002,QN663,09,1017198,201638,9,09
4029610002,QN663,09,1018928,201985,9,09
4029610004,QN663,09,1018707,202187,9,09
4029610006,QN663,09,1018842,202207,9,09
4029610010,QN663,09,1019023,202264,9,09
4029610014,QN663,09,1019140,202148,9,09
4029610015,QN663,09,1019144,202221,9,09
4030710001,QN655.01,09,1021312,200069,9,09
4030720001,QN655.01,09,1020884,198570,9,09
4031140069,QN695,09,1021028,202597,9,09
4031340001,QN697.02,09,1023031,201819,9,09
4031510060,QN709,09,1023669,201840,9,09
4031780044,QN703,09,1023478,198862,9,09
4031780075,QN703,09,1023497,198791,9,09
4032190001,QN723,09,1026184,201546,9,09
4033122000,QN773,09,1029256,197986,9,09
4033340071,QN769.01,09,1029476,200001,9,09
4033780001,QN539,09,1008244,198285,9,09
4033780057,QN539,09,1008162,198818,9,09
4033780107,QN539,09,1008883,198288,9,09
4034150015,QN539,09,1007037,197881,9,09
4034180001,QN539,09,1007279,197379,9,09
4034610001,QN551,09,1010140,194386,9,09
