,2010_distance_from_park,2014_distance_from_park,2018_distance_from_park,d_2010_2014_distance_from_park,d_2014_2018_distance_from_park,d_2010_2018_distance_from_park
BK938,1708.1401819037371,1708.1401819037355,1708.1401819037355,-1.5916157281026244e-12,0.0,-1.5916157281026244e-12
BK480,1218.814452156619,1190.9307755908048,1181.6362167355337,-27.883676565814085,-9.294558855271134,-37.17823542108522
BK492,1422.772686630862,1422.7726866308624,1422.7726866308617,4.547473508864641e-13,-6.821210263296962e-13,-2.2737367544323206e-13
QN1163,1530.9076399917149,1530.907639991714,1530.9076399917128,-9.094947017729282e-13,-1.1368683772161603e-12,-2.0463630789890885e-12
QN262,1491.1795456490609,1491.1795456490622,1491.179545649063,1.3642420526593924e-12,6.821210263296962e-13,2.0463630789890885e-12
BX138,1071.9416326580392,1071.941632658039,1071.9416326580388,-2.2737367544323206e-13,-2.2737367544323206e-13,-4.547473508864641e-13
QN79,622.5536498453565,622.5536498453565,622.5536498453565,0.0,0.0,0.0
QN154,1240.3126638981762,1240.3126638981767,1240.312663898178,4.547473508864641e-13,1.3642420526593924e-12,1.8189894035458565e-12
MN18,615.6228877747502,615.6228877747502,615.6228877747509,0.0,6.821210263296962e-13,6.821210263296962e-13
BK288,1567.9082306307303,1532.9330895459118,1521.2747091843048,-34.97514108481846,-11.658380361606987,-46.63352144642545
BK419,875.8441419468861,875.8441419468867,873.6024684594497,5.684341886080801e-13,-2.2416734874369695,-2.241673487436401
BK353,1701.0650265345846,1548.8802665208893,1498.1520131829936,-152.18476001369527,-50.728253337895694,-202.91301335159096
BK197,622.3674930595374,622.3674930595371,622.3674930595369,-3.410605131648481e-13,-2.2737367544323206e-13,-5.684341886080801e-13
QN437.02,1036.0850993323327,1036.0850993323324,1036.0850993323322,-2.2737367544323206e-13,-2.2737367544323206e-13,-4.547473508864641e-13
BK178,1288.9161338772885,1288.91613387729,1288.9161338772888,1.3642420526593924e-12,-1.1368683772161603e-12,2.2737367544323206e-13
MN188,1026.6442854860545,1026.6442854860557,1026.183235675478,1.1368683772161603e-12,-0.46104981057760597,-0.4610498105764691
QN1201,2407.8360598892127,2407.8360598892127,2407.8360598892127,0.0,0.0,0.0
QN1187,2975.5761103218942,2975.5761103218965,2975.5761103218924,2.2737367544323206e-12,-4.092726157978177e-12,-1.8189894035458565e-12
BK984,1464.1249123723321,1464.1249123723317,1464.1249123723312,-4.547473508864641e-13,-4.547473508864641e-13,-9.094947017729282e-13
MN161,876.316894304503,876.3168943045039,876.3168943045043,9.094947017729282e-13,4.547473508864641e-13,1.3642420526593924e-12
QN24,2398.724441026822,2398.7244410268254,2398.724441026824,3.183231456205249e-12,-1.3642420526593924e-12,1.8189894035458565e-12
MN99,1004.0823067325634,1004.0823067325645,1004.0823067325632,1.0231815394945443e-12,-1.2505552149377763e-12,-2.2737367544323206e-13
BX449.01,757.4102493458953,757.4102493458952,757.4102493458961,-1.1368683772161603e-13,9.094947017729282e-13,7.958078640513122e-13
BX177.02,853.6838657654345,848.6131868805138,846.9229605855405,-5.070678884920653,-1.6902262949732858,-6.760905179893939
MN71,447.04596874340666,447.04596874340666,434.37129189954305,0.0,-12.674676843863608,-12.674676843863608
QN592,4056.450142854859,4056.4501428548588,4056.4501428548597,-4.547473508864641e-13,9.094947017729282e-13,4.547473508864641e-13
QN20,1253.1771195438237,1253.1771195438237,1253.1771195438237,0.0,0.0,0.0
MN138,2167.8193530155227,2167.819353015523,2167.8193530155236,4.547473508864641e-13,4.547473508864641e-13,9.094947017729282e-13
QN363,478.88789195184575,478.8878919518456,478.8878919518458,-1.7053025658242404e-13,2.2737367544323206e-13,5.684341886080802e-14
BX279,692.3453198315833,692.345319831583,692.3453198315841,-3.410605131648481e-13,1.1368683772161603e-12,7.958078640513122e-13
BK364,1210.5346982242306,1210.5346982242295,1201.9080113074383,-1.1368683772161603e-12,-8.626686916791186,-8.626686916792323
BK529,520.9995272783053,520.9995272783051,520.9995272783052,-2.2737367544323206e-13,1.1368683772161603e-13,-1.1368683772161603e-13
MN98,603.1112254002884,603.111225400288,603.1091046811155,-3.410605131648481e-13,-0.0021207191725807206,-0.002120719172921781
MN157,985.9222416048681,985.9222416048693,985.9222416048693,1.2505552149377763e-12,0.0,1.2505552149377763e-12
BK453,1492.532580989462,1492.5325809894628,1492.5325809894628,6.821210263296962e-13,0.0,6.821210263296962e-13
BK272,1268.0018613509922,1221.4241348472078,1205.898226012613,-46.57772650378433,-15.52590883459493,-62.10363533837926
QN83,711.0507520153659,731.1150738868615,733.6207117437295,20.064321871495622,2.50563785686802,22.569959728363642
QN448,604.579750214292,604.579750214292,604.5797502142929,0.0,9.094947017729282e-13,9.094947017729282e-13
QN259,1509.7584142766266,1509.7584142766266,1509.7584142766252,0.0,-1.3642420526593924e-12,-1.3642420526593924e-12
BK359,1158.8199343069962,862.1344232212718,758.9874961309891,-296.68551108572433,-103.1469270902827,-399.83243817600703
BX451.02,1497.6893218991345,1497.6893218991322,1497.689321899134,-2.2737367544323206e-12,1.8189894035458565e-12,-4.547473508864641e-13
BK389,960.9595664697964,960.9595664697966,960.9595664697965,2.2737367544323206e-13,-1.1368683772161603e-13,1.1368683772161603e-13
QN153,1191.1233694160846,1191.1233694160856,1191.123369416086,9.094947017729282e-13,4.547473508864641e-13,1.3642420526593924e-12
QN375,1081.5996719471668,1081.599671947167,1081.5996719471673,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13
QN972.04,549.9473913705846,549.947391370585,539.2408399720065,4.547473508864641e-13,-10.70655139857854,-10.706551398578085
QN432,1288.2653233303715,1288.2653233303718,1288.2653233303733,2.2737367544323206e-13,1.5916157281026244e-12,1.8189894035458565e-12
BK142,511.2571940450593,511.2571940450583,510.47814774503576,-9.663381206337363e-13,-0.7790463000225714,-0.7790463000235377
QN128,2800.4197883428224,2800.4197883428205,2800.4197883428205,-1.8189894035458565e-12,0.0,-1.8189894035458565e-12
BK816,1564.286597490422,1560.352288392387,1559.0408520263773,-3.9343090980351008,-1.3114363660097297,-5.24574546404483
BK1176.01,1312.1400072105014,957.667423576197,839.5098956980959,-354.4725836343043,-118.15752787810118,-472.6301115124055
BK786,1344.958241347174,1344.9582413471735,1344.9582413471735,-4.547473508864641e-13,0.0,-4.547473508864641e-13
QN273,1532.0328807884937,1532.032880788494,1532.0328807884937,2.2737367544323206e-13,-2.2737367544323206e-13,0.0
BK66,1847.3536477353812,2238.96535109987,2369.502585554698,391.6117033644889,130.53723445482774,522.1489378193166
BK590,1595.1708117148369,1595.1708117148366,1595.1708117148364,-2.2737367544323206e-13,-2.2737367544323206e-13,-4.547473508864641e-13
BK554,790.6534678213393,790.6534678213393,790.6534678213386,0.0,-6.821210263296962e-13,-6.821210263296962e-13
BK672,1002.8864697819529,1002.8864697819533,1002.8864697819528,4.547473508864641e-13,-5.684341886080801e-13,-1.1368683772161603e-13
BX204,1413.4978329918868,1413.4978329918877,1413.4978329918865,9.094947017729282e-13,-1.1368683772161603e-12,-2.2737367544323206e-13
BK273,1242.5049428639736,1242.5049428639745,1242.5049428639752,9.094947017729282e-13,6.821210263296962e-13,1.5916157281026244e-12
BK62,2376.7815238889875,2376.7815238889903,2227.0413901541565,2.7284841053187847e-12,-149.74013373483376,-149.74013373483103
BK366,736.1071954526886,736.1071954526899,703.6793389941392,1.2505552149377763e-12,-32.42785645855065,-32.4278564585494
QN202,2337.0361977853513,2337.0361977853536,2161.416333124841,2.2737367544323206e-12,-175.61986466051258,-175.6198646605103
BK203,563.7573723393471,563.7573723393465,563.7573723393464,-5.684341886080801e-13,-1.1368683772161603e-13,-6.821210263296962e-13
BK579,1995.5771555295837,1995.5771555295864,1995.5771555295858,2.7284841053187847e-12,-6.821210263296962e-13,2.0463630789890885e-12
BK992,703.629981415413,703.6299814154137,703.6299814154133,6.821210263296962e-13,-3.410605131648481e-13,3.410605131648481e-13
BK374.02,801.6957206877164,831.6719870611993,768.3954182028323,29.976266373482872,-63.276568858367,-33.30030248488413
BX74,619.7605777480078,619.7605777480071,619.7605777480072,-6.821210263296962e-13,1.1368683772161603e-13,-5.684341886080801e-13
BK454,1961.9643582211638,1961.9643582211647,1961.9643582211656,9.094947017729282e-13,9.094947017729282e-13,1.8189894035458565e-12
MN89,398.2931061355731,398.29310613557277,398.29310613557294,-3.410605131648481e-13,1.7053025658242404e-13,-1.7053025658242404e-13
QN351,729.1020663405628,729.1020663405633,729.1020663405632,4.547473508864641e-13,-1.1368683772161603e-13,3.410605131648481e-13
QN590,3484.811478526453,3484.8114785264515,3484.8114785264534,-1.3642420526593924e-12,1.8189894035458565e-12,4.547473508864641e-13
BX157,350.38648453988407,350.78338036230707,350.9156789697815,0.39689582242300503,0.1322986074744108,0.5291944298974158
BK1172.01,1450.132621182448,1496.6577855025648,1512.166173609268,46.5251643201168,15.50838810670325,62.03355242682005
BX373,723.9979778505266,723.9979778505267,723.9979778505265,1.1368683772161603e-13,-2.2737367544323206e-13,-1.1368683772161603e-13
MN63,538.186871311322,538.1868713113221,538.1868713113225,1.1368683772161603e-13,4.547473508864641e-13,5.684341886080801e-13
BK199,556.7678348691836,556.7678348691834,556.7397569943311,-2.2737367544323206e-13,-0.028077874852328932,-0.028077874852556306
QN502.02,1154.7977251694508,1154.7977251694522,1154.7977251694535,1.3642420526593924e-12,1.3642420526593924e-12,2.7284841053187847e-12
QN565,498.75615354783207,521.0162191872764,513.5961973074614,22.26006563944435,-7.420021879815067,14.840043759629282
BK132,1164.4304904986245,1164.4304904986257,1164.4304904986252,1.1368683772161603e-12,-4.547473508864641e-13,6.821210263296962e-13
QN682,2753.088389072851,2753.088389072852,2753.0883890728533,9.094947017729282e-13,1.3642420526593924e-12,2.2737367544323206e-12
MN16,472.28454556446053,472.28454556446053,472.2845455644601,0.0,-4.547473508864641e-13,-4.547473508864641e-13
BK179,225.406728151108,225.4067281511081,224.14884100775726,8.526512829121202e-14,-1.2578871433508425,-1.2578871433507572
QN22,1672.634769098326,1672.6347690983278,1672.6347690983284,1.8189894035458565e-12,6.821210263296962e-13,2.5011104298755527e-12
MN200,830.7251724931021,830.7251724931016,830.7251724931001,-5.684341886080801e-13,-1.4779288903810084e-12,-2.0463630789890885e-12
QN467,1459.0876499544677,1459.0876499544663,1459.0876499544675,-1.3642420526593924e-12,1.1368683772161603e-12,-2.2737367544323206e-13
BK351,1286.3487483975289,1245.9814321809365,1232.525660108739,-40.36731621659237,-13.455772072197533,-53.823088288789904
BK488,1438.5927582807694,1438.5927582807699,1438.59275828077,4.547473508864641e-13,2.2737367544323206e-13,6.821210263296962e-13
BK33,539.8919228181995,539.8919228181991,539.8919228181984,-4.547473508864641e-13,-6.821210263296962e-13,-1.1368683772161603e-12
BK896,1476.4335194918006,1475.5352202839795,1475.2357872147063,-0.8982992078210827,-0.2994330692731637,-1.1977322770942465
BK299,611.4967745275859,610.628942587492,610.3396652741274,-0.867831940093879,-0.2892773133646642,-1.1571092534585432
BK317.01,1132.5027423280499,1132.50274232805,1137.6578488413602,2.2737367544323206e-13,5.155106513310102,5.155106513310329
BX266.01,1307.3547877659087,1307.3547877659084,1307.3547877659094,-2.2737367544323206e-13,9.094947017729282e-13,6.821210263296962e-13
QN260,1018.6093312777555,1018.6093312777563,1018.6093312777566,7.958078640513122e-13,3.410605131648481e-13,1.1368683772161603e-12
BK550,2000.1813916888227,2000.1813916888216,2000.1813916888218,-1.1368683772161603e-12,2.2737367544323206e-13,-9.094947017729282e-13
QN564,1236.194128775889,1236.1941287758889,1236.1941287758882,-2.2737367544323206e-13,-6.821210263296962e-13,-9.094947017729282e-13
BK462.02,1542.8411337399777,1086.9518152607154,934.9887091009616,-455.88931847926233,-151.9631061597538,-607.8524246390161
QN266,662.1502938528201,662.1502938528203,662.1502938528205,1.1368683772161603e-13,2.2737367544323206e-13,3.410605131648481e-13
QN461,1672.3257898491843,1672.3257898491852,1672.3257898491854,9.094947017729282e-13,2.2737367544323206e-13,1.1368683772161603e-12
QN32,1670.8430110436964,1670.8430110436962,1652.7686751997699,-2.2737367544323206e-13,-18.074335843926292,-18.07433584392652
BK126,624.4400109025555,632.4216738318164,635.0822281415697,7.981662929260892,2.660554309753252,10.642217239014144
BK936,1370.6982048911111,1370.653796123601,1370.6389932010993,-0.044408767510049074,-0.014802922501758076,-0.05921169001180715
QN130,3185.881048098452,3185.8810480984503,3185.8810480984475,-1.8189894035458565e-12,-2.7284841053187847e-12,-4.547473508864641e-12
BK962,1157.1260540421051,1157.1260540421054,1157.1260540421054,2.2737367544323206e-13,0.0,2.2737367544323206e-13
QN535,1346.3602526550105,1346.3602526550083,1346.3602526550073,-2.2737367544323206e-12,-9.094947017729282e-13,-3.183231456205249e-12
QN255,893.135924637272,893.1359246372717,893.1359246372715,-2.2737367544323206e-13,-2.2737367544323206e-13,-4.547473508864641e-13
QN144,1256.153410190703,1256.153410190702,1256.1534101907018,-9.094947017729282e-13,-2.2737367544323206e-13,-1.1368683772161603e-12
QN719,773.8325683598008,773.8325683598006,773.832568359801,-2.2737367544323206e-13,4.547473508864641e-13,2.2737367544323206e-13
QN371,2339.730479209668,2339.7304792096706,2339.7304792096716,2.7284841053187847e-12,9.094947017729282e-13,3.637978807091713e-12
BK418,851.2924021781108,851.2924021781108,851.292402178111,0.0,2.2737367544323206e-13,2.2737367544323206e-13
MN40,825.2045009422858,825.2045009422864,804.7920260551003,5.684341886080801e-13,-20.412474887186022,-20.412474887185454
BK752,2014.183159620448,1881.5639611997935,1837.357561726242,-132.61919842065436,-44.20639947355153,-176.82559789420588
BK349,833.4223255928363,833.4223255928357,833.4223255928365,-5.684341886080801e-13,7.958078640513122e-13,2.2737367544323206e-13
QN747,929.5377298367574,929.5377298367574,929.5377298367571,0.0,-3.410605131648481e-13,-3.410605131648481e-13
QN545,1544.782989752577,1544.7829897525778,1544.7829897525778,9.094947017729282e-13,0.0,9.094947017729282e-13
QN85,1448.5212716526753,1448.5212716526744,1448.5212716526737,-9.094947017729282e-13,-6.821210263296962e-13,-1.5916157281026244e-12
QN555,1657.9320134037162,1657.9320134037166,1657.9320134037168,4.547473508864641e-13,2.2737367544323206e-13,6.821210263296962e-13
BK874.01,816.2631942777327,807.47392695683,804.5441711831959,-8.789267320902695,-2.929755773634156,-11.719023094536851
BK968,1086.885461675076,1086.8854616750755,1086.8854616750748,-4.547473508864641e-13,-6.821210263296962e-13,-1.1368683772161603e-12
BK886,619.1517424306396,619.1517424306395,619.1517424306385,-1.1368683772161603e-13,-1.0231815394945443e-12,-1.1368683772161603e-12
BK532,762.4408411328194,762.4408411328197,762.4408411328199,3.410605131648481e-13,1.1368683772161603e-13,4.547473508864641e-13
BK287,776.4856824058743,776.4856824058735,776.4856824058725,-7.958078640513122e-13,-1.0231815394945443e-12,-1.8189894035458565e-12
BK570,873.2080419548795,873.2080419548789,873.2080419548784,-5.684341886080801e-13,-5.684341886080801e-13,-1.1368683772161603e-12
BK110,731.0796831790018,731.079683179002,731.0796831790029,2.2737367544323206e-13,9.094947017729282e-13,1.1368683772161603e-12
BK990,427.0750735247855,427.0750735247855,427.07507352478564,0.0,1.1368683772161603e-13,1.1368683772161603e-13
QN188,2495.0871082562408,2495.0871082562408,2495.087108256241,0.0,4.547473508864641e-13,4.547473508864641e-13
QN199,2088.6548360405613,2088.654836040562,2057.192365632822,4.547473508864641e-13,-31.462470407739602,-31.462470407739147
MN122,2745.406644863314,2745.406644863314,2745.4066448633153,0.0,1.3642420526593924e-12,1.3642420526593924e-12
BK92,1132.0704543810562,1132.0704543810562,1132.070454381056,0.0,-2.2737367544323206e-13,-2.2737367544323206e-13
QN779.06,2403.7451650889016,2403.7451650889047,2403.745165088903,3.183231456205249e-12,-1.8189894035458565e-12,1.3642420526593924e-12
BK908,411.4467174177075,366.7474359962237,351.84767552239595,-44.69928142148376,-14.899760473827769,-59.59904189531153
BK250,621.0299641062375,621.0299641062373,967.0968743597749,-1.1368683772161603e-13,346.06691025353757,346.06691025353746
QN502.01,2529.5285150759332,2529.5285150759314,2529.5285150759332,-1.8189894035458565e-12,1.8189894035458565e-12,0.0
BK760,1154.5927796266617,1154.592779626661,1154.5927796266615,-6.821210263296962e-13,4.547473508864641e-13,-2.2737367544323206e-13
BX164,1087.187746480001,1087.187746480001,1087.187746480001,0.0,0.0,0.0
BK1018,688.9960829331582,688.9960829331584,688.9960829331582,2.2737367544323206e-13,-2.2737367544323206e-13,0.0
QN289,899.62744789831,899.62744789831,796.6981098045061,0.0,-102.92933809380395,-102.92933809380395
QN845,834.6481542113012,834.6481542113016,834.6481542113013,4.547473508864641e-13,-3.410605131648481e-13,1.1368683772161603e-13
BK278,815.9839441933008,815.9839441932999,815.9839441933004,-9.094947017729282e-13,5.684341886080801e-13,-3.410605131648481e-13
BK553,825.4152361502772,822.6727594288541,821.7586005217136,-2.742476721423145,-0.9141589071405178,-3.656635628563663
BK241,1258.8751326355293,998.1231631559957,911.2058399961521,-260.7519694795336,-86.91732315984359,-347.6692926393772
BX144,1705.2612621522203,1705.2612621522205,1705.2612621522187,2.2737367544323206e-13,-1.8189894035458565e-12,-1.5916157281026244e-12
BK391,1024.8889227768234,1024.8889227768234,1024.8889227768218,0.0,-1.5916157281026244e-12,-1.5916157281026244e-12
BK147,895.4627418419675,895.4627418419674,895.4627418419672,-1.1368683772161603e-13,-2.2737367544323206e-13,-3.410605131648481e-13
QN267,440.33587106932436,440.3358710693246,440.33587106932464,2.2737367544323206e-13,5.684341886080802e-14,2.8421709430404007e-13
QN505,2401.0104945291037,2401.0104945291027,2401.0104945291023,-9.094947017729282e-13,-4.547473508864641e-13,-1.3642420526593924e-12
BK588,1415.228006610842,1415.228006610842,1415.2280066108422,0.0,2.2737367544323206e-13,2.2737367544323206e-13
QN206,2040.018603842581,2040.0186038425804,1698.5565645801403,-4.547473508864641e-13,-341.46203926244016,-341.4620392624406
MN140,2793.7041194957187,2793.7041194957174,2793.704119495718,-1.3642420526593924e-12,4.547473508864641e-13,-9.094947017729282e-13
MN178,1017.5644772826421,1017.5644772826421,857.6418115656481,0.0,-159.92266571699395,-159.92266571699395
BX335,1207.1890252983483,1207.1890252983494,1207.1890252983496,1.1368683772161603e-12,2.2737367544323206e-13,1.3642420526593924e-12
MN206,476.3162885425137,470.354384859047,445.05496064482827,-5.961903683466687,-25.299424214218732,-31.26132789768542
BK168,2312.459716996132,2312.459716996133,2312.459716996133,9.094947017729282e-13,0.0,9.094947017729282e-13
BK323,987.2778495530716,987.2778495530703,987.2778495530706,-1.3642420526593924e-12,3.410605131648481e-13,-1.0231815394945443e-12
BK2,773.3125873011104,773.31258730111,773.3125873011102,-3.410605131648481e-13,1.1368683772161603e-13,-2.2737367544323206e-13
BK720,1089.589552979276,1089.5895529792751,1089.5895529792751,-9.094947017729282e-13,0.0,-9.094947017729282e-13
BK433,487.77365561019474,487.77365561019496,487.773655610195,2.2737367544323206e-13,5.684341886080802e-14,2.8421709430404007e-13
BK1070,771.7658977463326,771.7658977463325,750.844383954307,-1.1368683772161603e-13,-20.921513792025507,-20.92151379202562
MN32,577.2213038949103,562.5861480457341,557.7077627626757,-14.635155849176158,-4.878385283058492,-19.51354113223465
BK1142.01,627.1857143062786,591.5967829769294,579.7338058671461,-35.58893132934918,-11.862977109783287,-47.45190843913247
BX340,1531.0553551449987,1531.0553551449984,1371.1691727646948,-2.2737367544323206e-13,-159.88618238030358,-159.8861823803038
BX286,1124.4802448101111,1124.4802448101111,1124.4802448101111,0.0,0.0,0.0
BK235,1282.01734871532,1117.6212153315164,1062.8225042035815,-164.39613338380354,-54.798711127934894,-219.19484451173844
BX385,434.0750943098404,434.07509430984106,434.0750943098406,6.821210263296962e-13,-4.547473508864641e-13,2.2737367544323206e-13
BK247,1180.4587616619638,1180.458761661962,1079.5150014898327,-1.8189894035458565e-12,-100.94376017212926,-100.94376017213108
BK798.01,1660.4804228183855,1660.4804228183855,1660.4804228183843,0.0,-1.1368683772161603e-12,-1.1368683772161603e-12
BK71,618.2467043862001,618.2467043862007,618.2467043862007,5.684341886080801e-13,0.0,5.684341886080801e-13
MN134,2042.5499916497988,2042.5499916498025,2042.5499916498022,3.637978807091713e-12,-2.2737367544323206e-13,3.410605131648481e-12
QN1185,1607.7087633721649,1607.708763372165,1607.7087633721667,2.2737367544323206e-13,1.5916157281026244e-12,1.8189894035458565e-12
BX256,1598.8478822777568,1598.847882277757,1598.8478822777568,2.2737367544323206e-13,-2.2737367544323206e-13,0.0
BK226,1814.3187247545657,1814.3187247545634,1814.3187247545654,-2.2737367544323206e-12,2.0463630789890885e-12,-2.2737367544323206e-13
BK994,887.6178584494926,887.6178584494919,887.617858449492,-6.821210263296962e-13,1.1368683772161603e-13,-5.684341886080801e-13
BK308,1879.9729572684098,1888.5600110146593,1880.216119941623,8.587053746249467,-8.343891073036275,0.24316267321319174
BK281,841.7112567418168,841.711256741817,841.7112567418164,2.2737367544323206e-13,-5.684341886080801e-13,-3.410605131648481e-13
MN136,1383.3200330272234,1383.3200330272239,1383.3200330272236,4.547473508864641e-13,-2.2737367544323206e-13,2.2737367544323206e-13
MN65,423.99262162797714,423.99262162797726,423.9926216279772,1.1368683772161603e-13,-5.684341886080802e-14,5.684341886080802e-14
BK546,2189.1283860516887,2189.1283860516864,2189.1283860516864,-2.2737367544323206e-12,0.0,-2.2737367544323206e-12
QN871,787.7744716477033,787.7744716477033,787.7744716477033,0.0,0.0,0.0
SI27,615.2556000142547,615.255600014255,615.2556000142547,3.410605131648481e-13,-3.410605131648481e-13,0.0
MN142,2282.822468139457,2282.822468139457,2282.8224681394577,0.0,4.547473508864641e-13,4.547473508864641e-13
MN231,838.7673057833482,838.7673057833473,838.7673057833485,-9.094947017729282e-13,1.2505552149377763e-12,3.410605131648481e-13
QN149,812.6191950656062,812.619195065606,812.6191950656071,-1.1368683772161603e-13,1.0231815394945443e-12,9.094947017729282e-13
BK20,853.2860656376462,853.2860656376458,853.2860656376456,-3.410605131648481e-13,-2.2737367544323206e-13,-5.684341886080801e-13
BK788,852.2787833368634,852.2787833368635,852.2787833368639,1.1368683772161603e-13,3.410605131648481e-13,4.547473508864641e-13
BK1190,1145.7321574371556,1145.7321574371567,1145.732157437157,1.1368683772161603e-12,2.2737367544323206e-13,1.3642420526593924e-12
QN618,2447.918725751058,2447.91872575106,2447.9187257510616,1.8189894035458565e-12,1.8189894035458565e-12,3.637978807091713e-12
BK207,694.6539964748249,694.6539964748254,694.6539964748254,4.547473508864641e-13,0.0,4.547473508864641e-13
BK257,556.2589246555141,556.2589246555137,556.2589246555136,-3.410605131648481e-13,-1.1368683772161603e-13,-4.547473508864641e-13
MN172,504.16503228291003,504.1650322829099,504.1418919286188,-1.1368683772161603e-13,-0.023140354291115273,-0.02314035429122896
SI7,663.978857427776,663.9788574277761,663.9788574277759,1.1368683772161603e-13,-2.2737367544323206e-13,-1.1368683772161603e-13
MN222,771.6794801068903,663.2515991000676,621.1220724166076,-108.42788100682276,-42.12952668345997,-150.55740769028273
QN137,830.2356803505484,830.2356803505483,830.2356803505485,-1.1368683772161603e-13,2.2737367544323206e-13,1.1368683772161603e-13
QN1291.03,1617.44401229531,1617.4440122953113,1617.4440122953108,1.3642420526593924e-12,-4.547473508864641e-13,9.094947017729282e-13
QN553,1887.8231879091684,1887.8231879091682,1887.823187909166,-2.2737367544323206e-13,-2.0463630789890885e-12,-2.2737367544323206e-12
BK552,1284.9891936801175,1284.9891936801191,1284.9891936801198,1.5916157281026244e-12,6.821210263296962e-13,2.2737367544323206e-12
BX222,721.4646384560459,721.464638456046,721.4646384560464,1.1368683772161603e-13,3.410605131648481e-13,4.547473508864641e-13
QN132,2558.741587905173,2558.741587905172,2558.7415879051714,-1.3642420526593924e-12,-4.547473508864641e-13,-1.8189894035458565e-12
BK531,560.5619444714883,560.5619444714886,560.5619444714882,2.2737367544323206e-13,-3.410605131648481e-13,-1.1368683772161603e-13
QN482,2853.8581415133644,2854.915320026925,2855.2677128647747,1.057178513560757,0.35239283784949293,1.40957135141025
BK54,1320.597310120061,1320.5973101200598,1320.5973101200586,-1.1368683772161603e-12,-1.1368683772161603e-12,-2.2737367544323206e-12
BX363,446.6116211994309,446.61162119943066,446.6116211994303,-2.2737367544323206e-13,-3.410605131648481e-13,-5.684341886080801e-13
QN460,1839.8164511733128,1839.8164511733132,1839.8164511733123,4.547473508864641e-13,-9.094947017729282e-13,-4.547473508864641e-13
QN1409.01,674.4658694668259,674.4658694668253,674.4658694668252,-5.684341886080801e-13,-1.1368683772161603e-13,-6.821210263296962e-13
BK569,1028.5704219469612,1028.5704219469612,1028.570421946962,0.0,6.821210263296962e-13,6.821210263296962e-13
BK1200,841.6627982645111,841.6627982645105,841.662798264511,-6.821210263296962e-13,5.684341886080801e-13,-1.1368683772161603e-13
BK290,1940.08454036888,1759.4708097134978,1699.266232828369,-180.61373065538214,-60.204576885128745,-240.8183075405109
QN138,768.4601128494834,756.7073624248819,752.7897789500149,-11.752750424601459,-3.9175834748670013,-15.67033389946846
QN295,536.6707167180073,536.6707167180077,536.6707167180075,4.547473508864641e-13,-2.2737367544323206e-13,2.2737367544323206e-13
QN469,1069.6543906069728,1069.6543906069721,1069.654390606973,-6.821210263296962e-13,9.094947017729282e-13,2.2737367544323206e-13
BK39,438.09702026915994,438.09702026915954,438.09702026915903,-3.979039320256561e-13,-5.115907697472721e-13,-9.094947017729282e-13
BX189,485.87905659014444,485.87905659014416,485.87905659014365,-2.8421709430404007e-13,-5.115907697472721e-13,-7.958078640513122e-13
BK214,1878.5055887765823,1946.1015315815432,1968.6335125165285,67.59594280496094,22.531980934985313,90.12792373994625
BK794,430.0269333077906,430.0269333077909,429.9045694245949,2.8421709430404007e-13,-0.12236388319598746,-0.12236388319570324
BX230,891.1620010309724,891.1620010309726,891.1620010309721,2.2737367544323206e-13,-5.684341886080801e-13,-3.410605131648481e-13
BK504,850.7729482278712,850.7729482278716,850.7729482278706,3.410605131648481e-13,-9.094947017729282e-13,-5.684341886080801e-13
BK405,396.96773750532816,370.0304796857884,361.0513937459416,-26.937257819539752,-8.979085939846811,-35.916343759386564
BK538,979.9432811868828,979.9432811868835,979.9432811868834,6.821210263296962e-13,-1.1368683772161603e-13,5.684341886080801e-13
QN458,2531.899492438868,2531.8994924388676,2531.8994924388685,-4.547473508864641e-13,9.094947017729282e-13,4.547473508864641e-13
QN220.01,1193.304689211512,1193.3046892115117,1193.304689211511,-2.2737367544323206e-13,-6.821210263296962e-13,-9.094947017729282e-13
QN277,1687.577122823138,1687.5771228231386,1687.577122823138,4.547473508864641e-13,-4.547473508864641e-13,0.0
BK535,576.6702821706083,576.6702821706082,580.7737524129058,-1.1368683772161603e-13,4.10347024229759,4.103470242297476
BK30,1599.0292765144611,1599.0292765144618,1599.029276514461,6.821210263296962e-13,-9.094947017729282e-13,-2.2737367544323206e-13
BK329,1013.8139488160779,1013.8139488160772,1013.8139488160763,-6.821210263296962e-13,-9.094947017729282e-13,-1.5916157281026244e-12
BK1016,701.4119635397687,701.4119635397685,701.411963539769,-2.2737367544323206e-13,4.547473508864641e-13,2.2737367544323206e-13
MN47,647.9567156794659,647.9567156794665,647.9567156794665,5.684341886080801e-13,0.0,5.684341886080801e-13
BK528,1238.9597403908745,1238.9597403908742,1238.9597403908756,-2.2737367544323206e-13,1.3642420526593924e-12,1.1368683772161603e-12
BK327,1639.5994262389906,1639.59942623899,1639.5994262389888,-6.821210263296962e-13,-1.1368683772161603e-12,-1.8189894035458565e-12
QN405,936.3133974757433,849.3719019254814,820.3914034087277,-86.94149555026183,-28.980498516753755,-115.92199406701559
MN121,382.28030657035634,382.28030657035634,382.2803065703565,0.0,1.7053025658242404e-13,1.7053025658242404e-13
